|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  3239.998       1109597.       5365.899      0.1305105E-04   1216.612       13.27264       6.838438      0.1331918E+08
  3259.998       1109597.       5364.498      0.1306298E-04   1217.164       13.26875       6.834303      0.1334352E+08
  3279.998       1109597.       5363.096      0.1307492E-04   1217.715       13.26486       6.830161      0.1336787E+08
  3299.998       1109597.       5361.693      0.1308686E-04   1218.265       13.26097       6.826013      0.1339223E+08
  3319.998       1109597.       5360.289      0.1309881E-04   1218.814       13.25707       6.821859      0.1341660E+08
  3339.998       1109597.       5358.885      0.1311076E-04   1219.363       13.25316       6.817698      0.1344098E+08
  3359.998       1109597.       5357.479      0.1312272E-04   1219.910       13.24925       6.813530      0.1346537E+08
  3379.998       1109597.       5356.073      0.1313469E-04   1220.457       13.24534       6.809356      0.1348978E+08
  3399.998       1109597.       5354.665      0.1314666E-04   1221.003       13.24143       6.805175      0.1351419E+08
  3419.998       1109597.       5353.257      0.1315864E-04   1221.549       13.23750       6.800987      0.1353862E+08
  3439.998       1109597.       5351.848      0.1317062E-04   1222.094       13.23358       6.796793      0.1356305E+08
  3459.997       1109597.       5350.437      0.1318262E-04   1222.638       13.22965       6.792592      0.1358750E+08
  3479.997       1109597.       5349.026      0.1319462E-04   1223.182       13.22571       6.788384      0.1361196E+08
  3499.997       1109597.       5347.614      0.1320663E-04   1223.725       13.22177       6.784170      0.1363643E+08
  3519.997       1109597.       5346.201      0.1321865E-04   1224.268       13.21783       6.779949      0.1366091E+08
  3539.997       1109597.       5344.787      0.1323068E-04   1224.810       13.21388       6.775722      0.1368540E+08
  3559.997       1109597.       5343.373      0.1324273E-04   1225.352       13.20993       6.771487      0.1370990E+08
  3579.997       1109597.       5341.957      0.1325478E-04   1225.893       13.20597       6.767246      0.1373441E+08
  3599.997       1109597.       5340.540      0.1326684E-04   1226.434       13.20201       6.762998      0.1375893E+08
  3619.997       1109597.       5339.123      0.1327891E-04   1226.975       13.19805       6.758743      0.1378347E+08
  3639.997       1109597.       5337.705      0.1329100E-04   1227.516       13.19408       6.754481      0.1380801E+08
  3659.997       1109597.       5336.285      0.1330310E-04   1228.056       13.19010       6.750213      0.1383257E+08
  3679.997       1109597.       5334.865      0.1331521E-04   1228.596       13.18612       6.745937      0.1385714E+08
  3699.997       1109597.       5333.444      0.1332733E-04   1229.136       13.18214       6.741655      0.1388171E+08
  3719.997       1109597.       5332.022      0.1333947E-04   1229.676       13.17815       6.737366      0.1390630E+08
  3739.997       1109597.       5330.599      0.1335161E-04   1230.216       13.17416       6.733070      0.1393090E+08
  3759.997       1109597.       5329.175      0.1336378E-04   1230.755       13.17016       6.728767      0.1395551E+08
  3779.997       1109597.       5327.750      0.1337596E-04   1231.295       13.16616       6.724457      0.1398013E+08
  3799.997       1109597.       5326.324      0.1338815E-04   1231.834       13.16215       6.720140      0.1400476E+08
  3819.997       1109597.       5324.898      0.1340035E-04   1232.374       13.15814       6.715816      0.1402940E+08
  3839.997       1109597.       5323.470      0.1341258E-04   1232.913       13.15412       6.711485      0.1405406E+08
  3859.997       1109597.       5322.042      0.1342481E-04   1233.453       13.15010       6.707146      0.1407872E+08
  3879.997       1109597.       5320.612      0.1343707E-04   1233.992       13.14608       6.702801      0.1410339E+08
  3899.997       1109597.       5319.182      0.1344933E-04   1234.532       13.14205       6.698449      0.1412808E+08
  3919.997       1109597.       5317.751      0.1346162E-04   1235.072       13.13802       6.694090      0.1415278E+08
  3939.997       1109597.       5316.319      0.1347392E-04   1235.612       13.13398       6.689723      0.1417748E+08
  3959.996       1109597.       5314.886      0.1348624E-04   1236.152       13.12993       6.685349      0.1420220E+08
  3979.996       1109597.       5313.452      0.1349858E-04   1236.692       13.12588       6.680968      0.1422693E+08
  3999.996       1109597.       5312.017      0.1351093E-04   1237.232       13.12183       6.676580      0.1425167E+08
  400.0036       1114712.       5643.825      0.9021443E-05   729.6725       13.61419       7.456700      0.1008949E+08
  420.0036       1114712.       5642.785      0.9403111E-05   759.7130       13.61243       7.454967      0.1010439E+08
  440.0035       1114712.       5641.704      0.9754284E-05   787.2947       13.61061       7.453168      0.1011986E+08
  460.0035       1114712.       5640.585      0.1007746E-04   812.6232       13.60873       7.451308      0.1013587E+08
  480.0034       1114712.       5639.431      0.1037506E-04   835.8950       13.60680       7.449394      0.1015235E+08
  500.0034       1114712.       5638.246      0.1064936E-04   857.2952       13.60481       7.447428      0.1016929E+08
  520.0034       1114712.       5637.030      0.1090246E-04   876.9950       13.60277       7.445415      0.1018663E+08
  540.0033       1114712.       5635.788      0.1113631E-04   895.1517       13.60069       7.443358      0.1020436E+08
  560.0033       1114712.       5634.521      0.1135268E-04   911.9084       13.59857       7.441261      0.1022243E+08
  580.0032       1114712.       5633.230      0.1155320E-04   927.3952       13.59642       7.439127      0.1024083E+08
  600.0032       1114712.       5631.918      0.1173933E-04   941.7297       13.59423       7.436958      0.1025952E+08
  620.0032       1114712.       5630.586      0.1191237E-04   955.0177       13.59200       7.434756      0.1027849E+08
  640.0031       1114712.       5629.235      0.1207353E-04   967.3550       13.58975       7.432524      0.1029771E+08
  660.0031       1114712.       5627.868      0.1222387E-04   978.8273       13.58747       7.430264      0.1031718E+08
  680.0030       1114712.       5626.484      0.1236435E-04   989.5120       13.58516       7.427977      0.1033686E+08
  700.0030       1114712.       5625.085      0.1249586E-04   999.4787       13.58283       7.425666      0.1035675E+08
  720.0030       1114712.       5623.673      0.1261917E-04   1008.790       13.58047       7.423330      0.1037684E+08
  740.0029       1114712.       5622.247      0.1273498E-04   1017.503       13.57810       7.420973      0.1039710E+08
  760.0029       1114712.       5620.809      0.1284393E-04   1025.667       13.57570       7.418595      0.1041753E+08
  780.0028       1114712.       5619.359      0.1294660E-04   1033.329       13.57329       7.416197      0.1043812E+08
  800.0028       1114712.       5617.899      0.1304350E-04   1040.530       13.57085       7.413780      0.1045886E+08
  820.0028       1114712.       5616.429      0.1313511E-04   1047.308       13.56840       7.411346      0.1047974E+08
  840.0027       1114712.       5614.948      0.1322184E-04   1053.697       13.56594       7.408895      0.1050075E+08
  860.0027       1114712.       5613.459      0.1330409E-04   1059.727       13.56346       7.406427      0.1052189E+08
  880.0026       1114712.       5611.961      0.1338220E-04   1065.426       13.56096       7.403944      0.1054314E+08
  900.0026       1114712.       5610.455      0.1345649E-04   1070.820       13.55845       7.401447      0.1056450E+08
  920.0026       1114712.       5608.942      0.1352725E-04   1075.931       13.55593       7.398935      0.1058597E+08
  940.0025       1114712.       5607.420      0.1359474E-04   1080.781       13.55339       7.396410      0.1060754E+08
  960.0025       1114712.       5605.892      0.1365920E-04   1085.389       13.55085       7.393872      0.1062920E+08
  980.0024       1114712.       5604.358      0.1372086E-04   1089.771       13.54829       7.391321      0.1065095E+08
  1000.002       1114712.       5602.817      0.1377990E-04   1093.945       13.54572       7.388758      0.1067279E+08
  1020.002       1114712.       5601.270      0.1383653E-04   1097.925       13.54314       7.386184      0.1069471E+08
  1040.002       1114712.       5599.717      0.1389089E-04   1101.724       13.54055       7.383598      0.1071670E+08
  1060.002       1114712.       5598.158      0.1394316E-04   1105.354       13.53794       7.381002      0.1073877E+08
  1080.002       1114712.       5596.595      0.1399346E-04   1108.828       13.53534       7.378395      0.1076092E+08
  1100.002       1114712.       5595.026      0.1404194E-04   1112.154       13.53272       7.375778      0.1078313E+08
  1120.002       1114712.       5593.452      0.1408871E-04   1115.344       13.53009       7.373151      0.1080540E+08
  1140.002       1114712.       5591.874      0.1413388E-04   1118.405       13.52745       7.370514      0.1082774E+08
  1160.002       1114712.       5590.291      0.1417755E-04   1121.346       13.52481       7.367868      0.1085014E+08
  1180.002       1114712.       5588.703      0.1421983E-04   1124.174       13.52216       7.365213      0.1087259E+08
  1200.002       1114712.       5587.112      0.1426079E-04   1126.896       13.51950       7.362548      0.1089510E+08
  1220.002       1114712.       5585.516      0.1430052E-04   1129.520       13.51683       7.359875      0.1091767E+08
  1240.002       1114712.       5583.917      0.1433909E-04   1132.050       13.51415       7.357194      0.1094028E+08
  1260.002       1114712.       5582.314      0.1437658E-04   1134.492       13.51147       7.354504      0.1096295E+08
  1280.002       1114712.       5580.707      0.1441305E-04   1136.852       13.50878       7.351806      0.1098566E+08
  1300.002       1114712.       5579.096      0.1444855E-04   1139.134       13.50609       7.349100      0.1100842E+08
  1320.002       1114712.       5577.483      0.1448315E-04   1141.343       13.50338       7.346386      0.1103123E+08
  1340.002       1114712.       5575.865      0.1451689E-04   1143.483       13.50067       7.343665      0.1105407E+08
  1360.002       1114712.       5574.245      0.1454983E-04   1145.557       13.49796       7.340935      0.1107697E+08
  1380.002       1114712.       5572.621      0.1458201E-04   1147.570       13.49524       7.338199      0.1109990E+08
  1400.002       1114712.       5570.994      0.1461348E-04   1149.524       13.49251       7.335455      0.1112287E+08
  1420.002       1114712.       5569.365      0.1464427E-04   1151.424       13.48978       7.332703      0.1114588E+08
  1440.002       1114712.       5567.732      0.1467441E-04   1153.271       13.48704       7.329945      0.1116892E+08
  1460.001       1114712.       5566.097      0.1470396E-04   1155.069       13.48429       7.327180      0.1119201E+08
