72.6401777436	83.0872805888	-6.46817064
68.0625504181	85.099488553	-6.58251431
63.4848851719	87.1116535423	-6.76718325
58.9071799283	89.1237727597	-6.94224218
54.3294344383	91.1358467298	-7.13783421
49.7516475407	93.1478726482	-7.40909683
45.1738190032	95.1598510404	-7.7168937
40.5959467906	97.1717802183	-8.05528522
36.0180297807	99.183659599	-8.45657152
31.4400686515	101.195487481	-8.89060349
26.862061399	103.207263285	-9.4390312
22.284006922	105.218985317	-10.10685568
17.7059050321	107.230654103	-10.93163566
13.1277537433	109.242266837	-11.91092897
8.54955378165	111.253822933	-12.72571871
3.97130318192	113.265321809	-14.08572582
-0.606999110286	115.276761767	-15.55779508
-5.18535325531	117.288143336	-16.97586279
-9.76376118474	119.299463706	-19.15829641
-14.3422230341	121.310722293	-20.86523682
-18.9207398288	123.321918511	-23.05151489
-23.4993125849	125.333050662	-25.79504553
-28.0779423118	127.344118161	-28.18454675
-32.6566291101	129.355120423	-30.79551122
-37.235375774	131.366055744	-34.05064275
-41.8141814804	133.376922432	-36.84362075
-46.3930472128	135.38772101	-40.47691216
-50.9719748387	137.398449777	-43.40846183
-55.5509653144	139.409107029	-46.70183437
-60.1300186918	141.419692185	-50.71147467
-64.7091359177	143.430204656	-53.83587434
-69.2883188354	145.440643846	-57.60940849
-73.8675674558	147.451006949	-61.84478252
-78.4468827112	149.461294487	-65.72727446
-83.026265508	151.471504759	-70.15761725
-87.6057176473	153.481636053	-74.1367617
-92.1852391367	155.491688899	-78.44387655
-96.76483175	157.501660472	-83.5854497
-101.344494575	159.511551314	-87.90157503
-105.924231191	161.521359689	-93.05398606
-110.504039753	163.531085037	-98.76448038
-115.083923825	165.54072562	-104.41643121
-119.663881545	167.55028088	-110.34744325
-124.243916461	169.559749076	-115.78857297
-128.824027617	171.569130751	-121.88563051
-133.404216718	173.578423075	-128.69673522
-137.984484587	175.587625452	-134.54912594
-142.564832041	177.596737289	-141.12226991
-147.145260778	179.605756863	-148.76331299
-151.725769803	181.614684721	-156.15452447
-156.306361686	183.623518013	-163.53993139
-160.887037235	185.632257254	-170.28907943
-165.467796278	187.640899641	-177.79780889
-170.048641424	189.649445653	-185.8837527
-174.6295716	191.657893618	-192.75903645
-179.210589354	193.66624179	-200.34926826
-183.791694552	195.674490701	-208.94698989
-188.372887911	197.682638641	-217.04501961
-192.954171959	199.690683861	-225.10987139
-197.53554563	201.698626913	-232.33092253
-202.117011411	203.706464933	-240.19238639
-206.698569105	205.714197343	-248.85968213
-211.280220324	207.721823521	-256.09547863
-215.861965767	209.729342865	-264.51002672
-220.443806097	211.736753664	-273.71701038
-225.025742906	213.744055292	-282.58994564
-229.607775932	215.75124606	-292.32235572
-234.189907662	217.758325318	-301.07788716
-238.772137848	219.765292486	-310.80942832
-243.354467082	221.77214474	-322.75095247
-247.936896982	223.778883675	-334.37852722
-252.519428125	225.785506462	-353.45596597
-257.102062055	227.792012473	-361.40041938
-261.684799397	229.798401101	-372.71204195
-266.267640735	231.804670631	-385.60945274
-270.850586679	233.810820456	-398.38128097
-275.433639622	235.816848805	-411.02635577
-280.016798371	237.822756238	-423.49214245
-284.600065268	239.828539869	-436.30080177
-289.183440933	241.834200202	-448.9926242
-293.766925903	243.839735518	-461.37456699
-298.350521621	245.845144068	-473.43835994
-302.934228648	247.850425242	-485.99268461
-307.51804849	249.855579513	-497.82668663
-312.101980702	251.860604081	-509.61657454
-316.686027611	253.86549716	-521.40161607
-321.270188915	255.870260396	-533.17946201
-325.854466889	257.874890889	-544.96291005
-330.438861136	259.879388062	-556.01819174
-335.023373954	261.883750125	-566.97044049
-339.608004977	263.88797761	-577.64683188
-344.192754659	265.892068796	-588.6465193
-348.777626194	267.896021852	-594.94169566
