X,Y,Z
-4954400.777312851,399528.20142262575,-3772517.747344579
-4954429.818725187,399167.9061458836,-3772517.747344579
-4954458.833936033,398807.6087581473,-3772517.747344579
-4954747.544901211,395204.5195409568,-3772517.747344579
-4954776.271885586,394844.1990579993,-3772517.747344579
-4953923.294455815,402028.01665887126,-3772879.201149882
-4953952.517654112,401667.75618552143,-3772879.201149882
-4953981.714660458,401307.493501491,-3772879.201149882
-4954010.885467684,400947.22869514464,-3772879.201149882
-4954040.030068642,400586.9618548556,-3772879.201149882
-4954069.148477171,400226.6928096002,-3772879.201149882
-4954098.240686114,399866.4216477447,-3772879.201149882
-4954127.306688348,399506.14845766383,-3772879.201149882
-4954156.346497671,399145.8730683266,-3772879.201149882
-4954185.360106949,398785.5955681117,-3772879.201149882
-4954214.347509074,398425.3160453867,-3772879.201149882
-4954243.308717809,398065.0343291221,-3772879.201149882
-4954272.243726038,397704.7505076936,-3772879.201149882
-4954301.152526677,397344.46466947265,-3772879.201149882
-4954330.035133446,396984.1766434265,-3772879.201149882
-4954358.891539251,396623.8865179304,-3772879.201149882
-4954387.721737025,396263.5943813596,-3772879.201149882
-4954416.525740453,395903.30006268265,-3772879.201149882
-4954445.303542461,395543.0036502719,-3772879.201149882
-4953620.561098154,402366.0609040217,-3773240.635010998
-4953649.808887534,402005.82235870435,-3773240.635010998
-4953969.805482866,398043.0588087808,-3773240.635010998
-4947554.134141148,468226.08443964174,-3773602.048917342
-4953288.480018323,403064.2754258981,-3773602.048917342
-4953317.778577151,402704.0611148072,-3773602.048917342
-4956330.100478408,356179.88714474766,-3774324.816849398
-4956056.316742121,356160.2120508141,-3774686.170879963
-4945777.009187976,466606.3875701249,-3776131.3873416004
-4945058.372657425,465450.163591161,-3777215.0900132325
-4953968.450842964,354561.70748546324,-3777576.284290968
-4948446.812565847,418250.80387728655,-3778298.612902758
-4955611.171173988,322455.4416856252,-3778298.612902758
-4953146.296383605,354502.8648642759,-3778659.7472416577
-4955077.455255465,326401.48129970813,-3778659.7472416577
-4943552.173363932,463857.67235576734,-3779381.955958596
-4943038.55205993,463446.8485355451,-3780104.0847352
-4953885.320135331,327770.26026765746,-3780104.0847352
-4953360.493762269,327373.74174599117,-3780826.1335388664
-4941977.238831541,462984.79498349904,-3781548.1023629825
-4951055.597604575,352905.6799533427,-3781548.1023629825
-4941463.232923717,462574.1360300008,-3782269.9912009425
-4952499.591242495,323699.7256775775,-3782269.9912009425
-4948962.713121398,351309.6224990656,-3784435.177575863
-4948713.712401748,350930.2545570501,-3784795.9719281346
-4940037.991811503,454106.8658383845,-3785156.746273185
-4940136.944996088,453029.10593835893,-3785156.746273185
-4948464.656501311,350550.9228342679,-3785156.746273185
-4939522.729023607,453697.25585963624,-3785878.2348993486
-4938443.165898662,459393.3362927557,-3786599.643447748
-4938202.3604260385,459008.714328075,-3786960.3176761162
-4938302.383071745,457931.354784035,-3786960.3176761162
-4938028.150960124,457905.9250973415,-3787320.971885811
-4937687.244491873,458598.6553071013,-3787681.6060662703
-4937412.963860997,458573.1808851162,-3788042.2202069326
-4937138.657112044,458547.70403735683,-3788402.8143232
-4937171.990589714,458188.66394145973,-3788402.8143232
-4936897.655878538,458163.2046187896,-3788763.388404511
-4936623.295065179,458137.7428737358,-3789123.9424403072
-4936348.908137919,458112.27870521107,-3789484.476445984
-4944592.53871726,350638.0080028502,-3790205.484324749
-4934943.263300533,458343.80196742486,-3791286.845808785
-4934668.721613439,458318.3032992644,-3791647.259541804
-4934119.559956351,458267.2986922457,-3792368.026840942
-4933844.939982669,458241.79275304487,-3792728.380411901
-4942794.429711951,348704.25581948954,-3792728.380411901
-4942544.629476034,348325.41384776466,-3793088.7139250254
-4933295.621765486,458190.77360516,-3793449.027369762
-4943800.474146117,317354.6330492444,-3794169.594089701
-4932196.672259523,458088.7062321712,-3794890.080539175
-4941168.509153731,348228.43188468606,-3794890.080539175
-4941193.819976244,347869.0990213691,-3794890.080539175
-4931955.167924102,457704.52261283435,-3795250.2936652936
-4931988.440089608,457345.8595592487,-3795250.2936652936
-4940867.871144543,348568.3409678619,-3795250.2936652936
-4940893.206686741,348209.0299666587,-3795250.2936652936
-4940918.516099035,347849.717123955,-3795250.2936652936
-4940516.384811677,349626.77896913496,-3795610.486711595
-4940541.797326593,349267.49352594244,-3795610.486711595
-4940567.183713465,348908.2062356496,-3795610.486711595
-4940592.5439660745,348548.9171863876,-3795610.486711595
-4940617.878096462,348189.62620759476,-3795610.486711595
-4940744.156806937,346393.1439031001,-3795610.486711595
-4940769.334164655,346033.841904412,-3795610.486711595
-4940794.485393125,345674.53807572485,-3795610.486711595
-4931538.398155093,456219.0025286568,-3795970.6596934674
-4940215.598523907,349966.5567556514,-3795970.6596934674
-4940393.110420851,347451.6732619392,-3795970.6596934674
-4940544.244517735,345295.98710239894,-3795970.6596934674
-4940569.3420884805,344936.69964464515,-3795970.6596934674
-4939940.224746543,349947.0491834082,-3796330.8126003603
-4940117.7267487515,347432.3058724377,-3796330.8126003603
-4940142.979678122,347073.0494262827,-3796330.8126003603
-4940293.948593007,344917.47244290897,-3796330.8126003603
-4939664.824850926,349927.53976093914,-3796690.945421727
-4939842.316957462,347412.93664600624,-3796690.945421727
-4939867.56847899,347053.7002282692,-3796690.945421727
-4940018.528977414,344898.2434175391,-3796690.945421727
-4940043.5976248095,344538.99419195304,-3796690.945421727
-4945891.872234894,246761.93611148358,-3796690.945421727
-4939389.398825297,349908.0284874111,-3797051.05817295
-4939566.881035222,347393.56558181765,-3797051.05817295
-4939592.131148775,347034.3491943989,-3797051.05817295
-4939139.378224259,349529.33199390414,-3797411.150843476
-4939316.667695545,347014.9963252388,-3797411.150843476
-4939041.178127362,346995.6416213552,-3797771.2234227676
-4939267.228363344,343762.9726393185,-3797771.2234227676
-4938664.522172673,348412.8991070941,-3798131.275926197
-4938689.846416644,348053.7483383735,-3798131.275926197
-4938765.662432466,346976.28508192184,-3798131.275926197
-4938414.308832997,348034.3298505197,-3798491.308343223
-4938490.12061892,346956.9267075053,-3798491.308343223
-4938741.128936494,343365.463889545,-3798491.308343223
-4938164.040441918,347655.7969904756,-3798851.3206632957
-4938214.552694801,346937.566498673,-3798851.3206632957
-4938515.432465486,342628.0297858942,-3798851.3206632957
-4938264.723794324,342249.78838206065,-3799211.312901797
-4938289.599839291,341890.66678998846,-3799211.312901797
-4938038.808654625,341512.48009130557,-3799571.2850481826
-4937438.091570272,346161.3572946598,-3799931.2370919064
-4937488.386479428,345443.2323174702,-3799931.2370919064
-4937787.962474204,341134.32987317775,-3799931.2370919064
-4943462.662131981,245559.5680891928,-3799931.2370919064
-4943498.325034899,244840.5680240089,-3799931.2370919064
-4937137.231161593,346501.06945174135,-3800291.1690483443
-4937537.061284153,340756.2162288741,-3800291.1690483443
-4936836.321340912,346840.7379330268,-3800651.0809069546
-4936962.109831774,345045.630730488,-3800651.0809069546
-4937261.339054143,340737.18770054873,-3800651.0809069546
-4927621.209471382,456579.4582626214,-3801010.9726571958
-4936510.101409449,347539.3566519616,-3801010.9726571958
-4936158.418956366,348596.8544928406,-3801370.844314442
-4936183.756578499,348237.88605877094,-3801370.844314442
-4936435.697045786,344648.1001372194,-3801370.844314442
-4936734.579557758,340340.1166404073,-3801370.844314442
-4945406.310767476,173597.59623144777,-3801370.844314442
-4935882.649203727,348577.37933418987,-3801730.695868147
-4936184.960868808,344269.87696644844,-3801730.695868147
-4936483.513414313,339962.1124222152,-3801730.695868147
-4945728.516034408,155605.78966731587,-3801730.695868147
-4926927.960086435,455069.77297441824,-3802090.5273077767
-4926961.040660864,454711.47551661124,-3802090.5273077767
-4935606.853354307,348557.9023325562,-3802090.5273077767
-4935934.16968477,343891.6903543862,-3802090.5273077767
-4936232.392295731,339584.14481072495,-3802090.5273077767
-4926652.623140614,455044.3418087017,-3802450.3386486974
-4935305.671914663,348897.3299946063,-3802450.3386486974
-4935683.323497747,343513.54013581283,-3802450.3386486974
-4935981.216205947,339206.2136407067,-3802450.3386486974
-4944991.415076534,161342.26640835436,-3802450.3386486974
-4945003.135142389,160982.65602962504,-3802450.3386486974
-4945265.478659998,152711.3868842361,-3802450.3386486974
-4935029.825273605,348877.8292457265,-3802810.129880371
-4935432.422313658,343135.4264053433,-3802810.129880371
-4935457.362771518,342776.51078167005,-3802810.129880371
-4935705.33180702,339187.25455268275,-3802810.129880371
-4935729.985150958,338828.31900677236,-3802810.129880371
-4945055.2337985085,150545.1784721512,-3802810.129880371
-4945098.816400776,149106.71383569168,-3802810.129880371
-4926299.930510991,452844.01159106666,-3803169.900992263
-4935206.379108403,342398.4517988051,-3803169.900992263
-4935231.265978533,342039.5525292684,-3803169.900992263
-4935256.12674274,341680.6515369942,-3803169.900992263
-4943948.421524374,175706.3160308877,-3803169.900992263
-4944854.791343425,148019.58219931793,-3803169.900992263
-4926024.504332406,452818.6933811795,-3803529.6519997353
-4934930.454976154,342379.3085272904,-3803529.6519997353
-4934955.340454875,342020.42932357505,-3803529.6519997353
-4934980.199829132,341661.5483972185,-3803529.6519997353
-4935005.0331107285,341302.66557785525,-3803529.6519997353
-4925781.967135634,452435.16105736647,-3803889.3828922524
-4934151.342869754,349536.96281825233,-3803889.3828922524
-4934654.50474554,342360.16344510386,-3803889.3828922524
-4934679.388832721,342001.30430910777,-3803889.3828922524
-4934704.246816899,341642.44345056685,-3803889.3828922524
-4925572.235276348,451693.4673728594,-3804249.0936592794
-4933875.394688774,349517.4145550612,-3804249.0936592794
-4934328.684753395,343058.6891661364,-3804249.0936592794
-4934027.725533141,343398.3138782537,-3804608.78431618
-4936124.267946939,311815.98690487747,-3804608.78431618
-4933323.420036673,349478.31248257885,-3804968.4548524176
-4933726.716919658,343737.8948140336,-3804968.4548524176
-4934196.956342795,336920.54492937523,-3804968.4548524176
-4935825.438644357,312157.4871907532,-3804968.4548524176
-4942629.639651796,173860.0092418239,-3804968.4548524176
-4943536.30911057,145821.18530396285,-3804968.4548524176
-4933047.393581716,349458.75867443264,-3805328.1052574636
-4933945.368150212,336542.8879752338,-3805328.1052574636
-4942353.092500629,173850.28152727455,-3805328.1052574636
-4943238.451298476,146531.99289535303,-3805328.1052574636
-4932796.739920126,349080.4808966266,-3805687.7355466723
-4933693.725019823,336165.2677027643,-3805687.7355466723
-4932546.031249001,348702.23949282174,-3806047.345709513
-4932848.453145602,344397.64882562484,-3806047.345709513
-4932873.485407689,344038.9210240324,-3806047.345709513
-4932898.491576287,343680.19148908334,-3806047.345709513
-4933442.026975313,335787.6839481901,-3806047.345709513
-4941761.878165203,174908.9526888076,-3806047.345709513
-4943906.635963197,96906.02198337707,-3806047.345709513
-4932647.342977742,343302.24205450254,-3806406.9357354543
-4932672.295580126,342943.5288809518,-3806406.9357354543
-4933190.274022762,335410.1368060577,-3806406.9357354543
-4943636.92621526,96541.086310255,-3806406.9357354543
-4932120.2415193515,346869.85273101024,-3806766.505639854
-4932421.064519176,342565.6343331203,-3806766.505639854
-4932938.466148393,335032.6263695496,-3806766.505639854
-4941170.332631721,175967.37043742195,-3806766.505639854
-4943353.122838958,96895.17251575255,-3806766.505639854
-4931869.285343525,346491.77549665305,-3807126.0554121826
-4932169.77850432,342187.776243276,-3807126.0554121826
-4932686.603375859,334655.15247490985,-3807126.0554121826
-4923157.320084969,450749.95440030366,-3807485.585041907
-4931593.091044385,346472.3712814247,-3807485.585041907
-4931918.437541521,341809.9547059581,-3807485.585041907
-4932434.685711267,334277.71521667036,-3807485.585041907
-4932458.982026222,333919.0176179416,-3807485.585041907
-4931316.870657903,346452.96523341263,-3807845.094544384
-4931667.041616878,341432.16981431696,-3807845.094544384
-4931963.119516342,337128.3489784163,-3807845.094544384
-4931987.623142324,336769.6855793292,-3807845.094544384
-4932036.55213988,336052.3535261119,-3807845.094544384
-4932206.982016966,333541.63532814465,-3807845.094544384
-4940314.592201998,176656.3500989404,-3807845.094544384
-4931415.590754259,341054.42140465154,-3808204.5839090836
-4931784.689367353,335674.87963147694,-3808204.5839090836
-4931164.084959653,340676.7095714838,-3808564.0531254783
-4931532.771702768,335297.44237324153,-3808564.0531254783
-4931557.142176747,334938.8103608434,-3808564.0531254783
-4931581.48657605,334580.17649105354,-3808564.0531254783
-4933243.26910843,309112.76427348907,-3808564.0531254783
-4939565.445573441,182024.8942789935,-3808564.0531254783
-4939631.305157415,180228.8055480567,-3808564.0531254783
-4939683.522603195,178791.91749885166,-3808564.0531254783
-4930488.053035402,346394.7360969599,-3808923.502208923
-4930513.230536026,346036.179943238,-3808923.502208923
-4930912.524219176,340299.03440795577,-3808923.502208923
-4931329.459123446,334202.8125282184,-3808923.502208923
-4933101.230322446,306943.00075368653,-3808923.502208923
-4939275.4042378245,182373.8890625204,-3808923.502208923
-4921843.808780422,449907.8488174878,-3809282.931148885
-4930236.904430243,346016.78666193184,-3809282.931148885
-4930685.615302203,339562.8270433731,-3809282.931148885
-4931053.087272879,334184.0824371691,-3809282.931148885
-4931077.3767823195,333825.48531134543,-3809282.931148885
-4932824.759174582,306925.7984138631,-3809282.931148885
-4938985.312142854,182722.84174376124,-3809282.931148885
-4940288.950358334,143208.37065305843,-3809282.931148885
-4940442.227172616,137819.26725766627,-3809282.931148885
-4930111.052797459,343846.2575921734,-3809642.339934838
-4930260.614713813,341695.0581696861,-3809642.339934838
-4930285.450438831,341336.5186542253,-3809642.339934838
-4930310.260096009,340977.9772475586,-3809642.339934838
-4930335.043679253,340619.4340376262,-3809642.339934838
-4930409.237978141,339543.7936932852,-3809642.339934838
-4930654.85744461,335958.2095048154,-3809642.339934838
-4930800.977499041,333806.77355368476,-3809642.339934838
-4938695.169304488,183071.75222937175,-3809642.339934838
-4940063.777292462,141404.09491507077,-3809642.339934838
-4921259.291747087,450215.2947136107,-3810001.72858214
-4929909.560197884,342751.4499905298,-3810001.72858214
-4929934.472746799,342392.9360016742,-3810001.72858214
-4930108.130597331,339883.2870548262,-3810001.72858214
-4930255.963341918,337732.089284636,-3810001.72858214
-4930548.812849699,333429.5012555646,-3810001.72858214
-4932092.361766721,309760.81612022006,-3810001.72858214
-4938418.301382186,183061.48905378906,-3810001.72858214
-4939987.260152519,134211.39196026372,-3810001.72858214
-4940054.940980154,131696.65257196754,-3810001.72858214
-4920950.608043664,450547.91426887526,-3810361.097080257
-4921016.085529802,449832.18628093216,-3810361.097080257
-4929831.702504323,339864.2300105592,-3810361.097080257
-4930028.593200562,336996.11285923014,-3810361.097080257
-4930077.555157218,336279.0656469176,-3810361.097080257
-4930296.593330994,333052.26563729753,-3810361.097080257
-4930489.520908593,330183.8791762706,-3810361.097080257
-4930609.253214491,328391.0808365264,-3810361.097080257
-4939739.439328056,133126.1860202151,-3810361.097080257
-4939806.567758998,130611.57292679774,-3810361.097080257
-4920674.651918203,450522.6485292531,-3810720.4454186694
-4929703.064512573,337694.2146432004,-3810720.4454186694
-4929727.609295448,337335.71559846785,-3810720.4454186694
-4929752.128001588,336977.21485577367,-3810720.4454186694
-4929776.620642633,336618.7122449392,-3810720.4454186694
-4930020.113103161,333033.58879615,-3810720.4454186694
-4930044.318949088,332675.06679336017,-3810720.4454186694
-4930068.4987283,332316.5429451724,-3810720.4454186694
-4930237.027129759,329806.8270773933,-3810720.4454186694
-4930356.622352341,328014.120571902,-3810720.4454186694
-4931539.256996236,309726.0782904029,-3810720.4454186694
-4937851.163026243,183400.05089561525,-3810720.4454186694
-4939539.038978747,130245.03550255181,-3810720.4454186694
-4920398.66976315,450497.38040643727,-3811079.7736127176
-4920431.417848982,450139.55769815895,-3811079.7736127176
-4929402.006512264,338033.7517954406,-3811079.7736127176
-4929426.575987776,337675.2746433632,-3811079.7736127176
-4929451.119394026,337316.7957054952,-3811079.7736127176
-4929936.512734966,330146.84545310575,-3811079.7736127176
-4929960.508657004,329788.32945149305,-3811079.7736127176
-4929984.478501207,329429.81179184135,-3811079.7736127176
-4930103.936659582,327637.19705449656,-3811079.7736127176
-4920122.66158658,450472.1099011671,-3811439.081651887
-4929076.278904869,338731.698537279,-3811439.081651887
-4929125.493296422,338014.7899011483,-3811439.081651887
-4929731.875046418,329052.8331559379,-3811439.081651887
-4929851.196142478,327260.3103787641,-3811439.081651887
-4928824.361240306,338354.2612790647,-3811798.369525648
-4928848.954019555,337995.826219721,-3811798.369525648
-4929455.301749648,329034.37226816866,-3811798.369525648
-4936871.983706819,187318.462977671,-3811798.369525648
-4936885.592836615,186959.44299201033,-3811798.369525648
-4928596.954010319,337618.44392993854,-3812157.6372493478
-4928889.704975535,333317.3037027142,-3812157.6372493478
-4928913.93146259,332958.86381873244,-3812157.6372493478
-4928938.13187729,332600.4222599262,-3812157.6372493478
-4928962.306231122,332241.97885613615,-3812157.6372493478
-4928986.45451815,331883.53369528515,-3812157.6372493478
-4929010.576732457,331525.08686529775,-3812157.6372493478
-4929082.786984111,330449.73569124704,-3812157.6372493478
-4929178.702376829,329015.9096398591,-3812157.6372493478
-4929369.281887036,326148.17422446347,-3812157.6372493478
-4930500.173745579,308580.92205495265,-3812157.6372493478
-4936635.714945936,186230.94984909662,-3812157.6372493478
-4936676.226752942,185153.93858570643,-3812157.6372493478
-4936689.678474587,184794.93284162,-3812157.6372493478
-4928540.263987504,334373.8465757527,-3812516.884812463
-4928733.960726903,331506.4816819974,-3812516.884812463
-4928806.166926119,330431.19085663976,-3812516.884812463
-4928830.183529329,330072.7570553485,-3812516.884812463
-4928854.174066432,329714.3215084682,-3812516.884812463
-4928878.138531552,329355.8843039211,-3812516.884812463
-4928902.076936067,328997.44527155,-3812516.884812463
-4928239.304773931,334713.47128828836,-3812876.112204474
-4928481.4121107515,331129.4663108507,-3812876.112204474
-4928505.479494848,330771.0561245537,-3812876.112204474
-4928529.520808788,330412.6442749931,-3812876.112204474
-4928553.536063984,330054.23059202585,-3812876.112204474
-4928577.525254536,329695.81516356755,-3812876.112204474
-4928601.4883745685,329337.3980775355,-3812876.112204474
-4928625.425435458,328978.979163782,-3812876.112204474
-4928887.012763195,325036.25704651856,-3812876.112204474
-4927962.648877266,334694.6815238718,-3813235.319440725
-4928252.848620305,330394.09594551503,-3813235.319440725
-4937729.201671317,125166.80683046425,-3813235.319440725
-4927612.834696841,335750.93632403895,-3813594.506510687
-4927976.150368773,330375.54586874903,-3813594.506510687
-4928095.9525385285,328583.66131760646,-3813594.506510687
-4928404.38884713,323924.55896990915,-3813594.506510687
-4935223.184934823,194085.17406873114,-3813594.506510687
-4935363.022646138,190496.1275424787,-3813594.506510687
-4927699.426062293,330356.9940452379,-3813953.673403852
-4927819.221504708,328565.21011512005,-3813953.673403852
-4927843.10240684,328206.8481774714,-3813953.673403852
-4934889.390973976,195509.78487473022,-3813953.673403852
-4918174.783695445,447408.65790888737,-3814312.820135552
-4927542.4644034915,328546.7571745748,-3814312.820135552
-4927566.34396442,328188.4153633161,-3814312.820135552
-4927590.19747166,327830.07173043466,-3814312.820135552
-4927968.309375284,322096.3395359658,-3814312.820135552
-4934583.750455928,196216.51277574955,-3814312.820135552
-4927241.776959823,328886.6225280582,-3814671.946695271
-4927265.681242982,328528.3024965111,-3814671.946695271
-4927289.559462581,328169.9808135373,-3814671.946695271
-4927313.411629953,327811.6573090432,-3814671.946695271
-4936629.211084071,124779.69132663781,-3814671.946695271
-4917654.763569361,447000.77229931386,-3815031.05307249
-4927036.59973681,327793.2411544629,-3815031.05307249
-4917378.452755041,446975.65643548575,-3815390.139282548
-4926878.618375447,325983.3812640543,-3815390.139282548
-4926902.311529887,325625.0876498236,-3815390.139282548
-4927277.85828425,319892.15733943006,-3815390.139282548
-4926339.418097277,329905.9560533414,-3815749.205314929
-4926601.747684625,325965.0623138714,-3815749.205314929
-4926625.4395076055,325606.7888342956,-3815749.205314929
-4926649.1052761385,325248.51363274903,-3815749.205314929
-4926672.744984429,324890.23679711035,-3815749.205314929
-4927047.436856587,319157.5740969033,-3815749.205314929
-4927070.633623837,318799.26822389226,-3815749.205314929
-4926062.536102864,329887.4138841304,-3816108.251159113
-4926348.541437528,325588.4882972364,-3816108.251159113
-4926372.205875941,325230.23323233577,-3816108.251159113
-4926395.844255575,324871.97653343476,-3816108.251159113
-4926863.140584296,317706.48307390657,-3816108.251159113
-4916581.850799849,446542.75189280586,-3816467.276830437
-4925785.6280503385,329868.86996986595,-3816467.276830437
-4925905.246126617,328077.78203458985,-3816467.276830437
-4925952.911008148,327361.3346331744,-3816467.276830437
-4926047.92814814,325928.4192424468,-3816467.276830437
-4926071.617307826,325570.1860378643,-3816467.276830437
-4926095.280415992,325211.95111150463,-3816467.276830437
-4926632.341354384,316972.07764010667,-3816467.276830437
-4926655.379188932,316613.80195947376,-3816467.276830437
-4935224.078218515,125462.43523332672,-3816467.276830437
-4925508.693947812,329850.3243110909,-3816826.2823183862
-4925723.5254991,326626.5159908605,-3816826.2823183862
-4925747.265426675,326268.30637566035,-3816826.2823183862
-4926424.391101462,315879.48550705187,-3816826.2823183862
-4925231.733803393,329831.7769083486,-3817185.267612445
-4925422.788633859,326966.33760796563,-3817185.267612445
-4932322.68456333,197204.38145357664,-3817185.267612445
-4924978.719279101,329455.0740443284,-3817544.23272795
-4925122.0023458125,327306.1153946687,-3817544.23272795
-4925984.860244976,314052.8423734593,-3817544.23272795
-4926007.68578844,313694.6137867044,-3817544.23272795
-4931724.7526696,198258.13971322248,-3817903.1776543814
-4914922.9609194845,446392.08517459704,-3818621.0069238245
-4931097.450594583,200028.8434693458,-3818621.0069238245
-4933540.604521274,126137.65900769611,-3818621.0069238245
-4930776.213379248,201093.32071490833,-3818979.8912716545
-4933253.798718756,126489.31769008208,-3818979.8912716545
-4924848.826760857,310025.00696433004,-3819338.7554142103
-4925228.339282956,303936.30470064096,-3819338.7554142103
-4924906.848110129,304635.498307964,-3819697.599366815
-4930250.366878515,200353.61061296673,-3819697.599366815
-4913816.514459772,446291.59347895655,-3820056.423118961
-4924585.23169376,305334.6032982264,-3820056.423118961
-4924107.0642990945,308540.29756760685,-3820415.2266601394
-4924129.488963921,308182.2055526161,-3820415.2266601394
-4924285.732445477,305675.51609062834,-3820415.2266601394
-4923829.766640859,308522.92233573843,-3820774.0100056753
-4923852.190042855,308164.85048645,-3820774.0100056753
-4923874.587405071,307806.7770074282,-3820774.0100056753
-4923963.91644306,306374.46700381587,-3820774.0100056753
-4913884.814272448,436211.3731430876,-3821132.7731450587
-4913916.523467657,435854.02417355916,-3821132.7731450587
-4913948.20667563,435496.67289901985,-3821132.7731450587
-4913979.863888604,435139.3194071218,-3821132.7731450587
-4923619.631239682,307431.3856260801,-3821132.7731450587
-4923686.585189478,306357.21114726574,-3821132.7731450587
-4929139.969624057,200308.48671811546,-3821132.7731450587
-4931522.5251372745,128957.02408334667,-3821132.7731450587
-4912806.879094357,445119.26642765384,-3821491.516067786
-4913576.275745383,436544.1272701483,-3821491.516067786
-4913639.716541352,435829.4719834327,-3821491.516067786
-4913671.39796457,435472.14083892765,-3821491.516067786
-4923364.620490541,307056.0312450539,-3821491.516067786
-4923386.937218429,306697.99322602747,-3821491.516067786
-4931225.919304128,129666.9788538623,-3821491.516067786
-4923397.286929968,302026.3354705493,-3821850.2387891747
-4923119.862606896,302009.3168456477,-3822208.94129872
-4923141.812327974,301651.2966392652,-3822208.94129872
-4930660.804162222,130010.93551877733,-3822208.94129872
-4922951.894322942,300202.2806290236,-3822567.623585918
-4930373.461663159,130362.15570613077,-3822567.623585918
-4912341.637720931,437874.69517722673,-3822926.2856660862
-4930086.06807528,130713.33418337227,-3822926.2856660862
-4912128.34236307,437135.575176796,-3823284.9275287203
-4922293.156618066,297287.8895156703,-3823643.5491633206
-4929233.150207719,131408.15504783246,-3824002.150585197
-4926552.225270263,202356.529112137,-3824360.73178385
-4925966.930720474,203050.15427537865,-3825077.8334952956
-4921247.525481376,291478.1198304669,-3825436.354012903
-4925614.833632819,204829.71486773275,-3825436.354012903
-4920948.596859812,291819.53317629726,-3825794.8542910935
-4920969.8055645935,291461.67089576815,-3825794.8542910935
-4921897.237880792,270329.87593056425,-3826153.3343451885
-4921956.097577872,269256.07810263423,-3826153.3343451885
-4921975.665419102,268898.14261424734,-3826153.3343451885
-4921995.207225788,268540.2057896953,-3826153.3343451885
-4922014.723007207,268182.26745906717,-3826153.3343451885
-4920750.049571443,285703.41048232064,-3826511.7941646804
-4921599.727028561,270672.52544539864,-3826511.7941646804
-4921619.397877699,270314.6158692638,-3826511.7941646804
-4921639.042698865,269956.7048635707,-3826511.7941646804
-4921658.661487249,269598.7925161107,-3826511.7941646804
-4921678.254252163,269240.8786569821,-3826511.7941646804
-4921697.820988792,268882.9633739738,-3826511.7941646804
-4921717.3616923485,268525.0467548758,-3826511.7941646804
-4921736.876372105,268167.1286297867,-3826511.7941646804
-4921302.166354523,271015.1315998791,-3826870.2337390766
-4921321.86211475,270657.24374795763,-3826870.2337390766
-4921341.531853306,270299.3543787716,-3826870.2337390766
-4921361.175565359,269941.46358010796,-3826870.2337390766
-4921380.793246101,269583.57143975317,-3826870.2337390766
-4921400.384904841,269225.67778781516,-3826870.2337390766
-4921419.950536767,268867.7827120778,-3826870.2337390766
-4921439.490137089,268509.8863003262,-3826870.2337390766
-4924428.024925245,206574.05803411183,-3826870.2337390766
-4921043.971167877,270641.9606187801,-3827228.6530836797
-4921063.639795748,270284.091458436,-3827228.6530836797
-4921083.282398585,269926.220868695,-3827228.6530836797
-4921102.89897158,269568.3489373386,-3827228.6530836797
-4924134.923920499,206920.48724509357,-3827228.6530836797
-4926413.529919393,132767.05220017955,-3827587.0521879997
-4926125.600366748,133117.79137135742,-3827945.4310415345
-4919172.711350335,288842.3964451964,-3828303.789659593
-4923240.182380954,208317.5476707491,-3828303.789659593
-4906712.805591756,450683.6504887103,-3828662.1280316785
-4922962.016143976,208305.77759531394,-3828662.1280316785
-4906435.531555019,450658.182750937,-3829020.4461472966
-4918742.361305915,286663.5764806597,-3829020.4461472966
-4920194.857080325,260547.48386098864,-3829020.4461472966
-4922683.823878604,208294.0064185368,-3829020.4461472966
-4924973.3721027635,134520.3289957242,-3829378.744021754
-4919619.717374837,260875.7970028512,-3829737.0216445485
-4905603.553751353,450581.7652371068,-3830095.279005198
-4921833.932862234,208616.61263658595,-3830095.279005198
-4917898.972107898,281949.5717175269,-3830453.5161189954
-4919082.390438289,260488.57351437007,-3830453.5161189954
-4923800.506907703,136638.3352982032,-3830811.7329754513
-4917526.178012322,278699.22742541984,-3831169.9295640746
-4917546.432590518,278341.61406493007,-3831169.9295640746
-4917308.683121339,277610.6781025759,-3831528.1059001647
-4917070.799057723,276879.8157227438,-3831886.2619732325
-4920335.3902072,211062.36797538056,-3831886.2619732325
-4903906.128641933,450785.4891267009,-3832244.3977727834
-4916812.685301946,276506.58833558246,-3832244.3977727834
-4916832.780428802,276149.02686754876,-3832244.3977727834
-4916852.849548185,275791.46402491396,-3832244.3977727834
-4916872.892669623,275433.89963794465,-3832244.3977727834
-4922686.389474411,136607.41788975045,-3832244.3977727834
-4916574.585242091,275775.8558863929,-3832602.5133141177
-4916654.597176955,274345.6706365681,-3832602.5133141177
-4916674.535157846,273988.12067074,-3832602.5133141177
-4916694.44713214,273630.5693417404,-3832602.5133141177
-4916714.333109289,273273.0164798347,-3832602.5133141177
-4916734.193084406,272915.462172723,-3832602.5133141177
-4916754.027052627,272557.90650811367,-3832602.5133141177
-4916335.494227455,270024.4031831463,-3833318.6835801783
-4919190.812769592,211730.05851407183,-3833318.6835801783
-4902926.737719915,449257.24334077607,-3833676.7383097135
-4916115.923801129,268936.590838752,-3833676.7383097135
-4916135.468424031,268579.08006066555,-3833676.7383097135
-4916154.987043279,268221.5679479994,-3833676.7383097135
-4916174.479668142,267864.0543310442,-3833676.7383097135
-4916193.946293827,267506.5392974906,-3833676.7383097135
