# Latitude   Longitude    X             Y            Z         Velocity     Azimuth      Mag_percent
-3.84659e+01 1.77200e+02 1.00000e+01 -1.00000e+02 2.50000e+01 6.36000e+00 9.57000e+00 1.15900e+00
-3.85848e+01 1.77372e+02 3.00000e+01 -1.00000e+02 2.50000e+01 6.53000e+00 3.15000e+01 1.67900e+00
-3.87033e+01 1.77545e+02 5.00000e+01 -1.00000e+02 2.50000e+01 6.24000e+00 3.54600e+01 2.17300e+00
-3.88216e+01 1.77719e+02 7.00000e+01 -1.00000e+02 2.50000e+01 6.90000e+00 5.42000e+01 2.56300e+00
-3.89397e+01 1.77893e+02 9.00000e+01 -1.00000e+02 2.50000e+01 6.94000e+00 3.46800e+01 7.75000e-01
-3.91162e+01 1.78155e+02 1.20000e+02 -1.00000e+02 2.50000e+01 7.69000e+00 1.08200e+02 1.00000e-03
-3.75904e+01 1.75285e+02 -1.80000e+02 -6.00000e+01 2.50000e+01 6.77000e+00 -1.60600e+01 5.00000e-03
-3.78031e+01 1.75578e+02 -1.45000e+02 -6.00000e+01 2.50000e+01 6.65000e+00 -4.01800e+01 2.59000e-01
-3.79546e+01 1.75788e+02 -1.20000e+02 -6.00000e+01 2.50000e+01 6.65000e+00 1.18100e+02 1.64600e+00
-3.81057e+01 1.76000e+02 -9.50000e+01 -6.00000e+01 2.50000e+01 6.57000e+00 1.16500e+02 6.80000e-01
-3.82565e+01 1.76212e+02 -7.00000e+01 -6.00000e+01 2.50000e+01 6.70000e+00 1.04900e+02 6.06000e-01
-3.83768e+01 1.76382e+02 -5.00000e+01 -6.00000e+01 2.50000e+01 6.73000e+00 1.09700e+02 1.16100e+00
-3.84968e+01 1.76553e+02 -3.00000e+01 -6.00000e+01 2.50000e+01 6.56000e+00 9.78000e+01 8.64000e-01
-3.86166e+01 1.76724e+02 -1.00000e+01 -6.00000e+01 2.50000e+01 6.65000e+00 1.88000e+01 3.02000e-01
-3.87362e+01 1.76896e+02 1.00000e+01 -6.00000e+01 2.50000e+01 6.78000e+00 2.10500e+01 2.09500e+00
-3.88554e+01 1.77069e+02 3.00000e+01 -6.00000e+01 2.50000e+01 6.22000e+00 3.67100e+01 2.29000e+00
-3.89745e+01 1.77242e+02 5.00000e+01 -6.00000e+01 2.50000e+01 6.26000e+00 -2.02300e+01 9.15000e-01
-3.90932e+01 1.77416e+02 7.00000e+01 -6.00000e+01 2.50000e+01 6.83000e+00 9.52400e+01 3.56400e+00
-3.92117e+01 1.77590e+02 9.00000e+01 -6.00000e+01 2.50000e+01 6.95000e+00 1.56400e+01 4.34400e+00
-3.93889e+01 1.77852e+02 1.20000e+02 -6.00000e+01 2.50000e+01 7.66000e+00 -1.85200e+01 7.96000e-01
-3.77894e+01 1.75055e+02 -1.80000e+02 -3.00000e+01 2.50000e+01 6.79000e+00 4.50000e+01 0.00000e+00
-3.80027e+01 1.75348e+02 -1.45000e+02 -3.00000e+01 2.50000e+01 6.82000e+00 -7.29200e+00 6.26000e-01
-3.81546e+01 1.75558e+02 -1.20000e+02 -3.00000e+01 2.50000e+01 6.81000e+00 -4.43300e+00 3.92000e-01
-3.83062e+01 1.75770e+02 -9.50000e+01 -3.00000e+01 2.50000e+01 6.49000e+00 -2.98000e+01 2.84000e-01
-3.84573e+01 1.75982e+02 -7.00000e+01 -3.00000e+01 2.50000e+01 6.78000e+00 1.05700e+02 3.01000e-01
-3.85780e+01 1.76152e+02 -5.00000e+01 -3.00000e+01 2.50000e+01 6.97000e+00 1.30200e+02 2.64000e-01
-3.86983e+01 1.76323e+02 -3.00000e+01 -3.00000e+01 2.50000e+01 6.36000e+00 4.15300e+01 1.65600e+00
-3.88185e+01 1.76495e+02 -1.00000e+01 -3.00000e+01 2.50000e+01 6.60000e+00 3.63000e+01 3.84400e+00
-3.89383e+01 1.76667e+02 1.00000e+01 -3.00000e+01 2.50000e+01 5.98000e+00 3.34600e+01 6.17100e+00
-3.90579e+01 1.76839e+02 3.00000e+01 -3.00000e+01 2.50000e+01 6.07000e+00 5.73700e+01 3.81700e+00
-3.91773e+01 1.77013e+02 5.00000e+01 -3.00000e+01 2.50000e+01 6.33000e+00 1.09800e+02 2.44000e+00
-3.92964e+01 1.77187e+02 7.00000e+01 -3.00000e+01 2.50000e+01 6.39000e+00 -1.44600e+01 3.02700e+00
-3.94152e+01 1.77361e+02 9.00000e+01 -3.00000e+01 2.50000e+01 7.52000e+00 6.95300e+00 1.90500e+00
-3.95929e+01 1.77624e+02 1.20000e+02 -3.00000e+01 2.50000e+01 7.63000e+00 2.38500e+01 8.55000e-01
-3.79880e+01 1.74823e+02 -1.80000e+02 0.00000e+00 2.50000e+01 6.79000e+00 4.50000e+01 0.00000e+00
-3.82019e+01 1.75117e+02 -1.45000e+02 0.00000e+00 2.50000e+01 6.85000e+00 1.98300e+01 4.08000e-01
-3.83542e+01 1.75327e+02 -1.20000e+02 0.00000e+00 2.50000e+01 7.01000e+00 1.77100e+01 1.16700e+00
-3.85062e+01 1.75538e+02 -9.50000e+01 0.00000e+00 2.50000e+01 6.30000e+00 -1.66400e+01 2.89000e-01
-3.86577e+01 1.75751e+02 -7.00000e+01 0.00000e+00 2.50000e+01 6.77000e+00 -2.63300e+01 1.48700e+00
-3.87787e+01 1.75921e+02 -5.00000e+01 0.00000e+00 2.50000e+01 7.25000e+00 1.25300e+02 1.25200e+00
-3.88994e+01 1.76092e+02 -3.00000e+01 0.00000e+00 2.50000e+01 6.23000e+00 5.82800e+01 2.03600e+00
-3.90199e+01 1.76264e+02 -1.00000e+01 0.00000e+00 2.50000e+01 6.63000e+00 4.12900e+01 3.09500e+00
-3.91401e+01 1.76436e+02 1.00000e+01 0.00000e+00 2.50000e+01 6.28000e+00 4.32800e+01 5.15500e+00
-3.92600e+01 1.76609e+02 3.00000e+01 0.00000e+00 2.50000e+01 6.04000e+00 4.13900e+01 4.21000e+00
-3.93797e+01 1.76782e+02 5.00000e+01 0.00000e+00 2.50000e+01 6.34000e+00 2.36600e+00 1.02000e+00
-3.94991e+01 1.76956e+02 7.00000e+01 0.00000e+00 2.50000e+01 6.48000e+00 2.37300e+01 1.91900e+00
-3.96182e+01 1.77131e+02 9.00000e+01 0.00000e+00 2.50000e+01 7.24000e+00 2.80800e+01 2.35000e-01
-3.97964e+01 1.77394e+02 1.20000e+02 0.00000e+00 2.50000e+01 7.71000e+00 3.93700e+01 3.48000e-01
-3.81861e+01 1.74591e+02 -1.80000e+02 3.00000e+01 2.50000e+01 6.79000e+00 4.50000e+01 0.00000e+00
-3.84005e+01 1.74884e+02 -1.45000e+02 3.00000e+01 2.50000e+01 6.89000e+00 1.22400e+01 9.58000e-01
-3.85533e+01 1.75095e+02 -1.20000e+02 3.00000e+01 2.50000e+01 7.13000e+00 4.33700e+00 1.68100e+00
-3.87057e+01 1.75306e+02 -9.50000e+01 3.00000e+01 2.50000e+01 6.70000e+00 -4.15300e+00 1.52700e+00
-3.88577e+01 1.75518e+02 -7.00000e+01 3.00000e+01 2.50000e+01 6.26000e+00 -1.67000e+01 1.04300e+00
-3.89790e+01 1.75689e+02 -5.00000e+01 3.00000e+01 2.50000e+01 6.68000e+00 1.26300e+02 2.74000e+00
-3.91000e+01 1.75860e+02 -3.00000e+01 3.00000e+01 2.50000e+01 6.03000e+00 1.09400e+02 5.70000e-01
-3.92208e+01 1.76032e+02 -1.00000e+01 3.00000e+01 2.50000e+01 6.49000e+00 2.95800e+01 2.04900e+00
-3.93413e+01 1.76204e+02 1.00000e+01 3.00000e+01 2.50000e+01 6.13000e+00 3.51200e+01 2.88800e+00
-3.94616e+01 1.76377e+02 3.00000e+01 3.00000e+01 2.50000e+01 6.35000e+00 2.90900e+01 4.14300e+00
-3.95816e+01 1.76551e+02 5.00000e+01 3.00000e+01 2.50000e+01 6.55000e+00 1.83800e+01 2.86400e+00
-3.97014e+01 1.76725e+02 7.00000e+01 3.00000e+01 2.50000e+01 6.34000e+00 -8.09000e-01 6.78000e-01
-3.98208e+01 1.76899e+02 9.00000e+01 3.00000e+01 2.50000e+01 7.59000e+00 3.80800e+01 2.60100e+00
-3.99995e+01 1.77162e+02 1.20000e+02 3.00000e+01 2.50000e+01 7.87000e+00 2.17900e+00 3.30000e-01
-3.83837e+01 1.74357e+02 -1.80000e+02 6.00000e+01 2.50000e+01 6.77000e+00 -3.85000e+01 1.77000e-01
-3.85988e+01 1.74650e+02 -1.45000e+02 6.00000e+01 2.50000e+01 7.00000e+00 1.06600e+01 1.76100e+00
-3.87519e+01 1.74861e+02 -1.20000e+02 6.00000e+01 2.50000e+01 6.84000e+00 -1.40000e-01 1.72500e+00
-3.89047e+01 1.75072e+02 -9.50000e+01 6.00000e+01 2.50000e+01 6.37000e+00 -1.66100e+01 2.98600e+00
-3.90571e+01 1.75285e+02 -7.00000e+01 6.00000e+01 2.50000e+01 6.66000e+00 -6.05000e+00 2.89700e+00
-3.91788e+01 1.75456e+02 -5.00000e+01 6.00000e+01 2.50000e+01 6.74000e+00 -1.11800e+01 1.41900e+00
-3.93001e+01 1.75627e+02 -3.00000e+01 6.00000e+01 2.50000e+01 6.20000e+00 9.54200e+01 6.27000e-01
-3.94213e+01 1.75799e+02 -1.00000e+01 6.00000e+01 2.50000e+01 6.39000e+00 -3.04100e+01 2.15300e+00
-3.95421e+01 1.75971e+02 1.00000e+01 6.00000e+01 2.50000e+01 6.01000e+00 2.85800e+01 3.34000e+00
-3.96628e+01 1.76144e+02 3.00000e+01 6.00000e+01 2.50000e+01 6.31000e+00 3.34200e+01 3.68000e+00
-3.97831e+01 1.76318e+02 5.00000e+01 6.00000e+01 2.50000e+01 6.38000e+00 3.94000e-01 9.65000e-01
-3.99032e+01 1.76492e+02 7.00000e+01 6.00000e+01 2.50000e+01 6.69000e+00 -2.72800e+01 2.56900e+00
-4.00230e+01 1.76667e+02 9.00000e+01 6.00000e+01 2.50000e+01 7.03000e+00 -9.27000e-01 5.78000e-01
-4.02022e+01 1.76930e+02 1.20000e+02 6.00000e+01 2.50000e+01 7.79000e+00 2.28600e+01 1.21000e-01
-3.86464e+01 1.74043e+02 -1.80000e+02 1.00000e+02 2.50000e+01 6.70000e+00 1.22300e+02 5.37000e-01
-3.88623e+01 1.74336e+02 -1.45000e+02 1.00000e+02 2.50000e+01 6.93000e+00 5.48200e+00 9.79000e-01
-3.90160e+01 1.74547e+02 -1.20000e+02 1.00000e+02 2.50000e+01 6.87000e+00 7.54500e+00 1.27600e+00
-3.91694e+01 1.74759e+02 -9.50000e+01 1.00000e+02 2.50000e+01 6.34000e+00 -4.24200e+01 1.10700e+00
-3.93223e+01 1.74971e+02 -7.00000e+01 1.00000e+02 2.50000e+01 6.45000e+00 1.08700e+02 1.25200e+00
-3.94444e+01 1.75142e+02 -5.00000e+01 1.00000e+02 2.50000e+01 6.84000e+00 -6.85200e+00 1.31100e+00
-3.95663e+01 1.75314e+02 -3.00000e+01 1.00000e+02 2.50000e+01 6.30000e+00 -4.82100e+00 2.92100e+00
-3.96878e+01 1.75485e+02 -1.00000e+01 1.00000e+02 2.50000e+01 6.64000e+00 4.14000e+00 2.63900e+00
-3.98092e+01 1.75658e+02 1.00000e+01 1.00000e+02 2.50000e+01 6.38000e+00 2.61300e+01 3.76600e+00
-3.99302e+01 1.75831e+02 3.00000e+01 1.00000e+02 2.50000e+01 6.06000e+00 1.78200e+01 5.11000e+00
-4.00510e+01 1.76005e+02 5.00000e+01 1.00000e+02 2.50000e+01 6.16000e+00 7.19500e+00 5.71400e+00
-4.01715e+01 1.76179e+02 7.00000e+01 1.00000e+02 2.50000e+01 6.73000e+00 1.43400e+01 1.96900e+00
-4.02918e+01 1.76354e+02 9.00000e+01 1.00000e+02 2.50000e+01 6.97000e+00 2.34300e+01 1.38600e+00
-4.04716e+01 1.76618e+02 1.20000e+02 1.00000e+02 2.50000e+01 7.71000e+00 5.06200e+01 5.44000e-01
-3.89082e+01 1.73727e+02 -1.80000e+02 1.40000e+02 2.50000e+01 6.79000e+00 4.50000e+01 0.00000e+00
-3.91249e+01 1.74020e+02 -1.45000e+02 1.40000e+02 2.50000e+01 6.85000e+00 6.95700e+01 1.83000e-01
-3.92792e+01 1.74231e+02 -1.20000e+02 1.40000e+02 2.50000e+01 6.60000e+00 -3.19200e+01 4.81000e-01
-3.94331e+01 1.74443e+02 -9.50000e+01 1.40000e+02 2.50000e+01 6.29000e+00 2.94600e+01 6.38000e-01
-3.95867e+01 1.74655e+02 -7.00000e+01 1.40000e+02 2.50000e+01 6.54000e+00 4.57200e+01 6.51000e-01
-3.97092e+01 1.74826e+02 -5.00000e+01 1.40000e+02 2.50000e+01 6.81000e+00 4.04800e+01 6.77000e-01
-3.98315e+01 1.74998e+02 -3.00000e+01 1.40000e+02 2.50000e+01 6.14000e+00 5.68000e-01 1.48100e+00
-3.99535e+01 1.75170e+02 -1.00000e+01 1.40000e+02 2.50000e+01 6.43000e+00 1.46100e+01 2.99000e+00
-4.00753e+01 1.75342e+02 1.00000e+01 1.40000e+02 2.50000e+01 6.13000e+00 3.27600e+01 3.09200e+00
-4.01968e+01 1.75516e+02 3.00000e+01 1.40000e+02 2.50000e+01 5.90000e+00 4.14500e+01 3.61200e+00
-4.03181e+01 1.75690e+02 5.00000e+01 1.40000e+02 2.50000e+01 6.33000e+00 2.90200e+01 5.06000e+00
-4.04391e+01 1.75864e+02 7.00000e+01 1.40000e+02 2.50000e+01 6.55000e+00 2.47000e+01 2.47600e+00
-4.05598e+01 1.76039e+02 9.00000e+01 1.40000e+02 2.50000e+01 6.95000e+00 4.61900e+01 1.33500e+00
-4.07403e+01 1.76303e+02 1.20000e+02 1.40000e+02 2.50000e+01 7.68000e+00 6.06300e+01 8.29000e-01
-3.91692e+01 1.73408e+02 -1.80000e+02 1.80000e+02 2.50000e+01 6.79000e+00 4.50000e+01 0.00000e+00
-3.93866e+01 1.73702e+02 -1.45000e+02 1.80000e+02 2.50000e+01 6.79000e+00 7.48700e+00 3.00000e-03
-3.95415e+01 1.73913e+02 -1.20000e+02 1.80000e+02 2.50000e+01 6.82000e+00 9.81200e+01 1.73000e-01
-3.96960e+01 1.74124e+02 -9.50000e+01 1.80000e+02 2.50000e+01 6.51000e+00 2.65000e+01 1.08000e-01
-3.98501e+01 1.74337e+02 -7.00000e+01 1.80000e+02 2.50000e+01 6.76000e+00 2.78200e+01 4.00000e-03
-3.99731e+01 1.74508e+02 -5.00000e+01 1.80000e+02 2.50000e+01 6.90000e+00 1.13200e+02 2.30000e-02
-4.00959e+01 1.74680e+02 -3.00000e+01 1.80000e+02 2.50000e+01 6.47000e+00 5.62700e+01 1.49000e-01
-4.02184e+01 1.74852e+02 -1.00000e+01 1.80000e+02 2.50000e+01 6.62000e+00 6.08800e+01 3.33000e-01
-4.03406e+01 1.75024e+02 1.00000e+01 1.80000e+02 2.50000e+01 6.48000e+00 2.12200e+01 1.29400e+00
-4.04626e+01 1.75198e+02 3.00000e+01 1.80000e+02 2.50000e+01 6.89000e+00 2.72600e+01 3.38100e+00
-4.05843e+01 1.75372e+02 5.00000e+01 1.80000e+02 2.50000e+01 6.53000e+00 4.14800e+00 1.46600e+00
-4.07058e+01 1.75547e+02 7.00000e+01 1.80000e+02 2.50000e+01 6.88000e+00 2.55900e+01 1.09500e+00
-4.08269e+01 1.75722e+02 9.00000e+01 1.80000e+02 2.50000e+01 7.32000e+00 6.13000e+01 2.46700e+00
-4.10082e+01 1.75986e+02 1.20000e+02 1.80000e+02 2.50000e+01 8.09000e+00 4.44100e+01 2.81800e+00
-3.73243e+01 1.75590e+02 -1.80000e+02 -1.00000e+02 3.20000e+01 7.37000e+00 -5.91000e+00 1.54700e+00
-3.75362e+01 1.75883e+02 -1.45000e+02 -1.00000e+02 3.20000e+01 7.17000e+00 1.04500e+02 1.64000e-01
-3.76872e+01 1.76093e+02 -1.20000e+02 -1.00000e+02 3.20000e+01 7.15000e+00 1.00900e+02 6.72000e-01
-3.78378e+01 1.76304e+02 -9.50000e+01 -1.00000e+02 3.20000e+01 7.15000e+00 1.15600e+02 6.74000e-01
-3.79880e+01 1.76516e+02 -7.00000e+01 -1.00000e+02 3.20000e+01 6.96000e+00 1.04600e+02 2.95000e-01
-3.81078e+01 1.76686e+02 -5.00000e+01 -1.00000e+02 3.20000e+01 7.26000e+00 5.24200e+01 1.14000e-01
-3.82275e+01 1.76857e+02 -3.00000e+01 -1.00000e+02 3.20000e+01 7.43000e+00 -1.15700e+00 1.27700e+00
-3.83468e+01 1.77028e+02 -1.00000e+01 -1.00000e+02 3.20000e+01 7.04000e+00 -1.65900e+01 1.33500e+00
-3.84659e+01 1.77200e+02 1.00000e+01 -1.00000e+02 3.20000e+01 6.78000e+00 1.92700e+00 1.27100e+00
-3.85848e+01 1.77372e+02 3.00000e+01 -1.00000e+02 3.20000e+01 6.89000e+00 2.56500e+01 1.76600e+00
-3.87033e+01 1.77545e+02 5.00000e+01 -1.00000e+02 3.20000e+01 6.99000e+00 3.83300e+01 2.41300e+00
-3.88216e+01 1.77719e+02 7.00000e+01 -1.00000e+02 3.20000e+01 8.17000e+00 4.08900e+01 3.00700e+00
-3.89397e+01 1.77893e+02 9.00000e+01 -1.00000e+02 3.20000e+01 8.33000e+00 2.78800e+01 9.38000e-01
-3.91162e+01 1.78155e+02 1.20000e+02 -1.00000e+02 3.20000e+01 8.17000e+00 -3.04600e+01 6.00000e-03
-3.75904e+01 1.75285e+02 -1.80000e+02 -6.00000e+01 3.20000e+01 7.16000e+00 2.04500e+01 1.50000e-02
-3.78031e+01 1.75578e+02 -1.45000e+02 -6.00000e+01 3.20000e+01 6.95000e+00 -2.72100e+01 3.27000e-01
-3.79546e+01 1.75788e+02 -1.20000e+02 -6.00000e+01 3.20000e+01 6.85000e+00 1.15400e+02 1.51100e+00
-3.81057e+01 1.76000e+02 -9.50000e+01 -6.00000e+01 3.20000e+01 7.13000e+00 1.18500e+02 1.42600e+00
-3.82565e+01 1.76212e+02 -7.00000e+01 -6.00000e+01 3.20000e+01 6.95000e+00 1.04600e+02 3.80000e-01
-3.83768e+01 1.76382e+02 -5.00000e+01 -6.00000e+01 3.20000e+01 7.16000e+00 1.17500e+02 7.88000e-01
-3.84968e+01 1.76553e+02 -3.00000e+01 -6.00000e+01 3.20000e+01 7.14000e+00 1.11600e+02 9.50000e-01
-3.86166e+01 1.76724e+02 -1.00000e+01 -6.00000e+01 3.20000e+01 7.25000e+00 1.28200e+02 1.30300e+00
-3.87362e+01 1.76896e+02 1.00000e+01 -6.00000e+01 3.20000e+01 7.14000e+00 2.48300e+01 2.43400e+00
-3.88554e+01 1.77069e+02 3.00000e+01 -6.00000e+01 3.20000e+01 6.21000e+00 -1.57700e+00 3.19500e+00
-3.89745e+01 1.77242e+02 5.00000e+01 -6.00000e+01 3.20000e+01 7.04000e+00 -4.48800e+01 1.15800e+00
-3.90932e+01 1.77416e+02 7.00000e+01 -6.00000e+01 3.20000e+01 7.97000e+00 5.73000e+01 2.63200e+00
-3.92117e+01 1.77590e+02 9.00000e+01 -6.00000e+01 3.20000e+01 7.94000e+00 2.01600e+01 2.16800e+00
-3.93889e+01 1.77852e+02 1.20000e+02 -6.00000e+01 3.20000e+01 8.24000e+00 -1.65200e+01 1.83000e-01
-3.77894e+01 1.75055e+02 -1.80000e+02 -3.00000e+01 3.20000e+01 7.17000e+00 4.50000e+01 0.00000e+00
-3.80027e+01 1.75348e+02 -1.45000e+02 -3.00000e+01 3.20000e+01 7.02000e+00 -2.11400e+01 5.76000e-01
-3.81546e+01 1.75558e+02 -1.20000e+02 -3.00000e+01 3.20000e+01 7.03000e+00 -3.39300e+01 3.18000e-01
-3.83062e+01 1.75770e+02 -9.50000e+01 -3.00000e+01 3.20000e+01 6.93000e+00 -2.92800e+01 1.39000e-01
-3.84573e+01 1.75982e+02 -7.00000e+01 -3.00000e+01 3.20000e+01 7.08000e+00 1.33700e+02 2.42000e-01
-3.85780e+01 1.76152e+02 -5.00000e+01 -3.00000e+01 3.20000e+01 7.18000e+00 1.08800e+02 5.96000e-01
-3.86983e+01 1.76323e+02 -3.00000e+01 -3.00000e+01 3.20000e+01 7.07000e+00 4.66700e+01 1.55800e+00
-3.88185e+01 1.76495e+02 -1.00000e+01 -3.00000e+01 3.20000e+01 7.22000e+00 3.99700e+01 3.35500e+00
-3.89383e+01 1.76667e+02 1.00000e+01 -3.00000e+01 3.20000e+01 6.35000e+00 3.80300e+01 6.26700e+00
-3.90579e+01 1.76839e+02 3.00000e+01 -3.00000e+01 3.20000e+01 6.49000e+00 5.26300e+01 2.68400e+00
-3.91773e+01 1.77013e+02 5.00000e+01 -3.00000e+01 3.20000e+01 7.38000e+00 9.18400e+01 2.11700e+00
-3.92964e+01 1.77187e+02 7.00000e+01 -3.00000e+01 3.20000e+01 7.82000e+00 3.32000e+01 2.75800e+00
-3.94152e+01 1.77361e+02 9.00000e+01 -3.00000e+01 3.20000e+01 8.19000e+00 4.60800e+01 3.69500e+00
-3.95929e+01 1.77624e+02 1.20000e+02 -3.00000e+01 3.20000e+01 8.05000e+00 4.44000e+01 1.19500e+00
-3.79880e+01 1.74823e+02 -1.80000e+02 0.00000e+00 3.20000e+01 7.17000e+00 4.50000e+01 0.00000e+00
-3.82019e+01 1.75117e+02 -1.45000e+02 0.00000e+00 3.20000e+01 7.12000e+00 2.23100e+01 4.25000e-01
-3.83542e+01 1.75327e+02 -1.20000e+02 0.00000e+00 3.20000e+01 7.43000e+00 2.00200e+01 9.58000e-01
-3.85062e+01 1.75538e+02 -9.50000e+01 0.00000e+00 3.20000e+01 6.70000e+00 6.06500e+01 8.00000e-03
-3.86577e+01 1.75751e+02 -7.00000e+01 0.00000e+00 3.20000e+01 6.95000e+00 -3.97800e+01 9.59000e-01
-3.87787e+01 1.75921e+02 -5.00000e+01 0.00000e+00 3.20000e+01 7.49000e+00 1.33600e+02 1.45300e+00
-3.88994e+01 1.76092e+02 -3.00000e+01 0.00000e+00 3.20000e+01 7.00000e+00 6.39200e+01 1.57500e+00
-3.90199e+01 1.76264e+02 -1.00000e+01 0.00000e+00 3.20000e+01 7.28000e+00 4.52100e+01 3.10500e+00
-3.91401e+01 1.76436e+02 1.00000e+01 0.00000e+00 3.20000e+01 6.46000e+00 2.35800e+01 4.75900e+00
-3.92600e+01 1.76609e+02 3.00000e+01 0.00000e+00 3.20000e+01 6.32000e+00 5.18900e+01 5.00100e+00
-3.93797e+01 1.76782e+02 5.00000e+01 0.00000e+00 3.20000e+01 7.48000e+00 4.13800e+01 3.45300e+00
-3.94991e+01 1.76956e+02 7.00000e+01 0.00000e+00 3.20000e+01 7.69000e+00 3.77100e+01 3.66300e+00
-3.96182e+01 1.77131e+02 9.00000e+01 0.00000e+00 3.20000e+01 8.76000e+00 3.73000e+01 2.68700e+00
-3.97964e+01 1.77394e+02 1.20000e+02 0.00000e+00 3.20000e+01 8.33000e+00 4.09200e+01 1.06100e+00
-3.81861e+01 1.74591e+02 -1.80000e+02 3.00000e+01 3.20000e+01 7.17000e+00 4.50000e+01 0.00000e+00
-3.84005e+01 1.74884e+02 -1.45000e+02 3.00000e+01 3.20000e+01 7.10000e+00 5.64000e+00 7.26000e-01
-3.85533e+01 1.75095e+02 -1.20000e+02 3.00000e+01 3.20000e+01 7.33000e+00 1.42600e+01 1.21000e+00
-3.87057e+01 1.75306e+02 -9.50000e+01 3.00000e+01 3.20000e+01 7.35000e+00 -3.04900e+01 1.08700e+00
-3.88577e+01 1.75518e+02 -7.00000e+01 3.00000e+01 3.20000e+01 6.56000e+00 -1.47000e+01 1.12600e+00
-3.89790e+01 1.75689e+02 -5.00000e+01 3.00000e+01 3.20000e+01 7.05000e+00 1.27600e+02 1.74900e+00
-3.91000e+01 1.75860e+02 -3.00000e+01 3.00000e+01 3.20000e+01 6.96000e+00 1.24000e+02 2.68400e+00
-3.92208e+01 1.76032e+02 -1.00000e+01 3.00000e+01 3.20000e+01 7.02000e+00 1.96100e+01 8.36000e-01
-3.93413e+01 1.76204e+02 1.00000e+01 3.00000e+01 3.20000e+01 6.41000e+00 3.28200e+01 2.41400e+00
-3.94616e+01 1.76377e+02 3.00000e+01 3.00000e+01 3.20000e+01 6.36000e+00 1.95200e+01 3.25900e+00
-3.95816e+01 1.76551e+02 5.00000e+01 3.00000e+01 3.20000e+01 7.45000e+00 1.43800e+01 5.04800e+00
-3.97014e+01 1.76725e+02 7.00000e+01 3.00000e+01 3.20000e+01 7.74000e+00 2.87200e+01 3.65400e+00
-3.98208e+01 1.76899e+02 9.00000e+01 3.00000e+01 3.20000e+01 8.73000e+00 3.67800e+01 2.42500e+00
-3.99995e+01 1.77162e+02 1.20000e+02 3.00000e+01 3.20000e+01 8.37000e+00 7.15600e+01 3.54000e-01
-3.83837e+01 1.74357e+02 -1.80000e+02 6.00000e+01 3.20000e+01 7.17000e+00 4.50000e+01 0.00000e+00
-3.85988e+01 1.74650e+02 -1.45000e+02 6.00000e+01 3.20000e+01 7.29000e+00 1.97400e+01 8.34000e-01
-3.87519e+01 1.74861e+02 -1.20000e+02 6.00000e+01 3.20000e+01 7.34000e+00 1.43000e+01 1.38700e+00
-3.89047e+01 1.75072e+02 -9.50000e+01 6.00000e+01 3.20000e+01 7.21000e+00 -2.11800e+01 3.66100e+00
-3.90571e+01 1.75285e+02 -7.00000e+01 6.00000e+01 3.20000e+01 7.25000e+00 -1.37800e+01 1.88400e+00
-3.91788e+01 1.75456e+02 -5.00000e+01 6.00000e+01 3.20000e+01 7.13000e+00 1.23400e+02 8.45000e-01
-3.93001e+01 1.75627e+02 -3.00000e+01 6.00000e+01 3.20000e+01 6.99000e+00 1.01700e+02 1.56600e+00
-3.94213e+01 1.75799e+02 -1.00000e+01 6.00000e+01 3.20000e+01 6.97000e+00 -3.98500e+01 1.08900e+00
-3.95421e+01 1.75971e+02 1.00000e+01 6.00000e+01 3.20000e+01 6.46000e+00 2.68200e+01 1.68300e+00
-3.96628e+01 1.76144e+02 3.00000e+01 6.00000e+01 3.20000e+01 6.72000e+00 1.52200e+01 1.67900e+00
-3.97831e+01 1.76318e+02 5.00000e+01 6.00000e+01 3.20000e+01 6.90000e+00 1.90700e+01 2.07700e+00
-3.99032e+01 1.76492e+02 7.00000e+01 6.00000e+01 3.20000e+01 7.75000e+00 3.98200e+00 1.12800e+00
-4.00230e+01 1.76667e+02 9.00000e+01 6.00000e+01 3.20000e+01 8.15000e+00 8.24500e+01 2.73000e-01
-4.02022e+01 1.76930e+02 1.20000e+02 6.00000e+01 3.20000e+01 8.26000e+00 3.40300e+01 6.80000e-02
-3.86464e+01 1.74043e+02 -1.80000e+02 1.00000e+02 3.20000e+01 7.17000e+00 4.50000e+01 0.00000e+00
-3.88623e+01 1.74336e+02 -1.45000e+02 1.00000e+02 3.20000e+01 7.21000e+00 2.98100e+01 5.59000e-01
-3.90160e+01 1.74547e+02 -1.20000e+02 1.00000e+02 3.20000e+01 7.04000e+00 -1.89500e+01 9.10000e-01
-3.91694e+01 1.74759e+02 -9.50000e+01 1.00000e+02 3.20000e+01 6.80000e+00 -4.32600e+01 2.35500e+00
-3.93223e+01 1.74971e+02 -7.00000e+01 1.00000e+02 3.20000e+01 6.84000e+00 -3.28700e+01 1.93900e+00
-3.94444e+01 1.75142e+02 -5.00000e+01 1.00000e+02 3.20000e+01 7.05000e+00 -3.23400e+01 7.62000e-01
-3.95663e+01 1.75314e+02 -3.00000e+01 1.00000e+02 3.20000e+01 6.74000e+00 -8.70800e+00 2.32300e+00
-3.96878e+01 1.75485e+02 -1.00000e+01 1.00000e+02 3.20000e+01 6.69000e+00 -8.29400e+00 3.09100e+00
-3.98092e+01 1.75658e+02 1.00000e+01 1.00000e+02 3.20000e+01 6.68000e+00 5.13600e+00 2.11400e+00
