publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2020p539191,earthquake,2020-07-18T12:00:45.977Z,2020-08-13T21:18:45.963Z,-178.6128082,-33.13096237,5.416055708,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,37,24,14,3.902264357,195.9805202,2.101774719,0.1235319646
2020p527510,earthquake,2020-07-14T04:16:55.769Z,2020-08-09T23:53:49.504Z,-178.5451813,-33.44039154,5.53082394,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,39,23,13,4.199645996,199.2164922,1.452569117,0.1593164837
2020p525251,earthquake,2020-07-13T08:13:23.234Z,2020-08-09T21:43:45.736Z,-177.7116241,-33.48927689,5.560670736,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,24,12,4.235397816,184.6280785,1.627185813,0.09528910138
2020p495411,earthquake,2020-07-02T07:13:05.855Z,2020-07-28T03:58:32.476Z,-177.9328003,-33.37512589,5.109476959,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,37,31,7,4.100428581,210.3062007,2.064235736,0.1765804603
2020p489837,earthquake,2020-06-30T05:44:51.074Z,2020-07-27T03:49:50.374Z,-177.4160461,-33.93377304,5.112996347,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,66,54,21,4.677412033,219.9185028,1.360770863,0.2130251258
2020p483163,earthquake,2020-06-27T18:29:02.079Z,2020-07-25T06:50:43.502Z,-177.8996582,-33.37101746,5.271867034,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,19,5,4.096354961,175.0944519,1.994769897,0.0831326813
2020p475488,earthquake,2020-06-24T22:20:01.695Z,2020-06-24T22:34:31.922Z,167.4815063,-44.61588669,5.888094491,5,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,51,43,58,0.3227268755,209.5533447,0.9246779982,0.2059708183
2020p473727,earthquake,2020-06-24T06:41:05.535Z,2020-07-24T01:46:07.695Z,-177.9756012,-33.99495316,5.289325794,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,27,19,7,4.669210434,304.3648987,0.8562186236,0.1688255907
2020p473205,earthquake,2020-06-24T02:02:41.314Z,2020-07-23T21:06:49.614Z,-178.2773285,-33.97808838,5.281558111,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,56,39,17,4.527849674,331.7387238,1.416131556,0.24358011
2020p469617,earthquake,2020-06-22T18:11:11.768Z,2020-07-22T07:31:33.086Z,-178.2262573,-33.64926147,5.563775704,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,34,28,8,4.818565845,278.6990204,2.077926093,0.07179507167
2020p469200,earthquake,2020-06-22T14:29:12.079Z,2020-07-21T08:05:24.692Z,-177.6598358,-34.14912796,5.409774237,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,54,38,21,4.725140572,276.3614044,0.8087518759,0.1229132542
2020p466333,earthquake,2020-06-21T13:01:15.949Z,2020-07-20T02:37:54.692Z,-178.1911621,-33.01324844,5.003584322,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,3,5.537736416,353.34198,0.9030561839,0
2020p465049,earthquake,2020-06-21T01:36:52.192Z,2020-07-20T02:14:58.671Z,-178.5973816,-33.73345947,5.034886449,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,20,13,4,4.49513483,200.1296191,1.147946259,0.1213142027
2020p464880,earthquake,2020-06-21T00:08:56.958Z,2020-07-20T01:30:03.673Z,-178.8045959,-33.88412476,5.027195005,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,22,15,5,4.529384136,340.153595,0.9048085721,0.08136331465
2020p464652,earthquake,2020-06-20T22:06:12.026Z,2020-07-20T01:07:43.985Z,-178.2045135,-34.15927505,5.057211144,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,29,11,4.422210217,293.5444336,0.6841218101,0.1538107662
2020p462616,earthquake,2020-06-20T03:59:30.000Z,2020-07-19T00:07:38.578Z,-178.28,-34.7,5.15439419,12,mB,,,confirmed,manual,,0,0,12,0,0,2.84244586,0.1153300961
2020p462148,earthquake,2020-06-19T23:51:12.380Z,2020-07-17T05:17:39.598Z,-178.1733093,-32.9468689,5.115767032,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,28,19,7,3.679722071,203.5777295,1.180377305,0.1507692139
2020p461895,earthquake,2020-06-19T21:36:50.837Z,2020-07-17T05:05:45.872Z,-178.3638306,-33.86144257,5.247068703,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,39,21,7,4.601048946,203.7125788,1.717429596,0.06992827509
2020p461853,earthquake,2020-06-19T21:12:45.589Z,2020-07-17T05:02:33.191Z,-178.9289093,-33.16042328,5.049651019,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,29,17,4,3.981142998,191.4128036,1.697711062,0.325954111
2020p461734,earthquake,2020-06-19T20:08:31.578Z,2020-07-17T04:44:56.153Z,-177.78508,-32.42002106,5.475055265,0,M,,LOCSAT,confirmed,manual,iasp91,18,13,6,3.150099516,177.8387909,2.361662457,0
2020p461402,earthquake,2020-06-19T17:14:41.475Z,2020-07-17T03:16:50.858Z,-178.3063202,-32.28904724,5.07444453,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,17,7,3.035589695,197.3705616,1.915397248,0
2020p461394,earthquake,2020-06-19T17:10:33.338Z,2020-07-17T03:13:21.158Z,-178.3126373,-33.50738144,5.255463716,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,71,41,30,4.245589733,202.7165179,1.820965934,0.1173742782
2020p459534,earthquake,2020-06-19T00:38:49.370Z,2020-07-16T05:33:51.871Z,-178.3039398,-33.75383759,5.817036024,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,53,40,27,4.490093708,168.693027,1.747667023,0.1233994963
2020p459245,earthquake,2020-06-18T22:03:30.898Z,2020-07-16T00:59:50.242Z,-178.5448303,-32.93205643,5.205451498,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,37,23,14,3.697542191,197.562583,1.482157899,0
2020p458959,earthquake,2020-06-18T19:34:10.068Z,2020-07-15T05:47:48.697Z,-177.9277344,-33.40441513,5.33138908,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,16,13,4.129630566,210.312782,2.228183528,0
2020p458962,earthquake,2020-06-18T19:32:48.237Z,2020-07-15T06:16:48.168Z,-178.0384369,-32.71719742,5.050685662,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,36,33,6,3.445780993,172.9027689,1.216086834,0.04671019184
2020p458920,earthquake,2020-06-18T19:11:50.635Z,2020-07-15T05:16:09.289Z,-178.0254059,-33.63560486,5.620741593,10,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,61,39,18,4.361131191,172.9869279,1.997662731,0.08823588006
2020p458595,earthquake,2020-06-18T16:17:10.185Z,2020-07-15T01:27:17.844Z,-178.3216248,-33.25988007,5.170758756,12,ML,operator assigned,LOCSAT,confirmed,manual,iasp91,38,21,1,4.000258446,203.2210832,1.595012708,0
2020p458582,earthquake,2020-06-18T16:11:33.863Z,2020-07-14T23:59:30.436Z,-177.2011719,-33.30064774,5.83904731,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,34,29,15,4.07289505,151.1997395,2.827724953,0.1436806795
2020p458459,earthquake,2020-06-18T15:06:13.829Z,2020-07-14T23:35:24.169Z,-177.8084106,-33.37292099,5.747502701,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,56,38,21,4.099332333,146.9285831,2.575859276,0.1783924137
2020p458434,earthquake,2020-06-18T14:52:49.570Z,2020-07-14T23:24:29.148Z,-177.9958649,-33.03812027,5.176976677,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,32,26,12,3.764877558,207.5137312,1.969071839,0.09543589794
2020p458309,not locatable,2020-06-18T13:43:59.438Z,2020-06-18T16:00:48.953Z,-178.0176086,-33.13022995,5.428665009,33,M,operator assigned,LOCSAT,preliminary,manual,iasp91,23,22,1,3.857079744,207.8256868,1.925050028,0
2020p458261,earthquake,2020-06-18T13:20:56.882Z,2020-07-14T03:53:54.070Z,-177.9757233,-33.77971649,5.317746545,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,91,49,34,4.504192352,211.2569327,2.474978876,0
2020p458203,earthquake,2020-06-18T12:49:49.894Z,2020-07-02T03:26:09.121Z,-177.4386749,-33.4619751,7.394644571,10,M,operator assigned,LOCSAT,confirmed,manual,iasp91,54,43,30,4.207231998,120.1336937,2.05394568,0
2020p441383,earthquake,2020-06-12T07:29:17.929Z,2020-07-02T23:52:50.988Z,167.7835083,-44.43654251,5.247430022,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,57,42,26,0.2578565776,205.1416702,0.9010419242,0
2020p433190,earthquake,2020-06-09T06:43:01.974Z,2020-06-30T21:48:33.167Z,-178.1549225,-32.78885269,5.363587738,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,25,18,8,3.521504641,203.1601484,1.449607593,0.1666598465
2020p406638,earthquake,2020-05-30T10:56:54.582Z,2020-06-17T23:43:42.807Z,175.0029907,-40.44482422,5.021253394,35.7023735,MLv,,LOCSAT,confirmed,manual,iasp91,67,54,21,0.1709961742,61.83187866,0.3753079401,0.2582577825
2020p404985,earthquake,2020-05-29T20:14:54.703Z,2020-05-29T20:41:05.277Z,-177.9142761,-32.58013916,5.500643668,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,50,40,27,3.307619572,206.2547913,1.346707177,0.1944793556
2020p394658,earthquake,2020-05-26T00:34:04.117Z,2020-06-07T21:03:32.218Z,174.9823761,-40.47169113,5.396372366,34.31409836,M,,LOCSAT,confirmed,manual,iasp91,73,60,34,0.1861763895,62.38204956,0.3109194489,0
2020p391429,earthquake,2020-05-24T19:53:33.278Z,2020-05-24T20:01:01.845Z,174.9778137,-40.44614029,5.84628854,36.52345657,M,,LOCSAT,confirmed,manual,iasp91,84,66,120,0.1900159866,62.58059692,0.5710789836,0
2020p316088,earthquake,2020-04-26T22:52:11.813Z,2020-05-04T02:59:00.085Z,167.536087,-44.99587631,5.228785222,71.31930542,M,,LOCSAT,confirmed,manual,iasp91,37,25,10,0.4256067872,189.4542274,0.5752043878,0
2020p220839,earthquake,2020-03-22T17:02:41.114Z,2020-04-08T04:58:03.390Z,-179.11763,-34.13132477,5.399934242,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,17,12,4.012095451,157.211935,0.8040283132,0.3362366313
2020p213694,earthquake,2020-03-20T01:36:08.305Z,2020-04-06T08:29:53.957Z,-178.5306854,-34.44536209,5.441349441,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,54,41,22,4.030653954,204.3743386,1.918101935,0.1020157106
2020p210015,earthquake,2020-03-18T16:56:23.043Z,2020-04-05T13:28:08.772Z,179.1548767,-36.49711609,5.057271571,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,44,34,103,1.261375666,276.3910065,1.129920522,0
2020p201743,earthquake,2020-03-15T15:28:58.860Z,2020-04-05T11:08:06.083Z,172.7736816,-42.67739105,5.091373184,8.131281853,M,,LOCSAT,confirmed,manual,iasp91,66,51,115,0.03083875962,35.96350861,0.5071023686,0
2020p201619,earthquake,2020-03-15T14:22:37.840Z,2020-03-15T14:27:44.370Z,177.5291595,-37.57616043,5.026609161,73.20803833,M,,LOCSAT,confirmed,manual,iasp91,87,73,117,0.2696556747,157.4458084,0.5248053193,0
2020p198433,earthquake,2020-03-14T10:05:08.855Z,2020-04-03T10:01:24.630Z,179.4497528,-36.34773254,5.9899275,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,46,36,96,1.519188285,282.9228973,1.003292464,0
2020p189307,earthquake,2020-03-11T01:01:45.986Z,2020-04-03T04:36:25.196Z,-177.4933929,-32.62435532,5.515511408,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,35,21,46,3.371701241,216.077713,1.236297503,0.1973992947
2020p175301,earthquake,2020-03-05T20:39:33.669Z,2020-04-04T02:13:18.486Z,-178.0335083,-32.64282227,5.177189705,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,37,22,13,3.371524572,204.0546569,1.749449259,0.1245937094
2020p147099,earthquake,2020-02-24T10:14:22.764Z,2020-02-24T10:31:07.270Z,167.4463806,-44.71028137,5.152573398,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,43,29,15,0.3443587422,211.1111069,0.7735627559,0
2020p135878,earthquake,2020-02-20T06:35:29.506Z,2020-03-13T02:18:43.181Z,-178.440155,-34.35491562,5.253571421,147.6123047,M,,LOCSAT,confirmed,manual,iasp91,60,38,25,4.14786768,166.8265729,1.554624675,0
2020p127080,earthquake,2020-02-17T00:28:12.492Z,2020-03-10T03:14:28.834Z,-179.2092438,-33.28053665,5.997481828,33,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,40,29,18,4.155210495,168.5588341,1.336415558,0.4
2020p112506,earthquake,2020-02-11T15:02:14.645Z,2020-03-04T00:54:54.909Z,-178.1899109,-33.01377106,5.058708222,0,M,,LOCSAT,confirmed,manual,iasp91,34,22,15,3.747172356,203.5912364,2.227712485,0
2020p095140,outside of network interest,2020-02-05T04:49:27.599Z,2020-02-28T01:21:06.381Z,-177.6006012,-32.76561356,5.045289596,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,33,21,6,3.503326893,214.128006,1.621715778,0.1163526821
2020p092995,earthquake,2020-02-04T09:47:26.309Z,2020-02-26T22:32:05.134Z,176.5458221,-37.62953568,5.527395486,256.934021,M,,LOCSAT,confirmed,manual,iasp91,91,60,74,0.2145192027,112.6184082,0.5079675028,0
2020p068663,earthquake,2020-01-26T09:44:10.451Z,2020-02-20T03:19:40.460Z,-179.1434937,-35.90116119,5.184312429,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,64,38,25,2.635120392,269.8194885,1.379811814,0
2020p068662,earthquake,2020-01-26T09:43:35.582Z,2020-02-20T02:55:17.262Z,-179.2729492,-35.74417877,5.48606234,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,58,51,6,2.660861731,156.0486288,0.9682152839,0.1365349572
2020p067267,earthquake,2020-01-25T21:20:05.884Z,2020-02-19T22:32:47.946Z,-178.9559326,-35.59558868,5.322715962,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,111,93,70,2.950662613,160.0376425,0.8488948799,0.1505384684
2020p067051,earthquake,2020-01-25T19:24:52.119Z,2020-02-19T22:29:13.891Z,-179.1864471,-35.59539795,5.349764009,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,19,12,2.814990759,255.5471039,0.9409244341,0
2020p066075,earthquake,2020-01-25T10:45:12.357Z,2020-01-25T11:06:59.720Z,174.552597,-40.62136841,5.359222441,63.65792084,M,,LOCSAT,confirmed,manual,iasp91,155,111,133,0.3617783487,74.7442627,0.4469563531,0
2020p002427,earthquake,2020-01-01T21:32:50.970Z,2020-01-29T03:29:17.172Z,-178.4379272,-33.14631271,5.074916614,10,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,44,25,13,3.897520304,198.5416942,1.795385482,0.084189197
2020p002325,earthquake,2020-01-01T20:38:21.667Z,2020-01-29T02:52:47.116Z,-178.6964264,-32.92629623,5.30710721,10,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,60,34,13,3.712949276,193.0181284,2.591292368,0.08206017058
2020p002256,earthquake,2020-01-01T20:01:25.049Z,2020-01-29T00:47:45.780Z,-177.8507843,-33.26741791,5.347527728,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,31,23,9,3.993437767,175.9577332,1.467505071,0.04999237433
2020p002194,earthquake,2020-01-01T19:28:46.782Z,2020-01-28T22:49:30.391Z,-177.544754,-32.95381546,5.298679028,12,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,61,59,43,3.694303036,181.505127,0.9582478771,0.4
2019p984016,earthquake,2019-12-31T02:02:58.702Z,2019-12-31T02:16:04.666Z,-177.8274231,-33.34157562,5.214532094,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,17,34,4.067729473,212.1025238,1.045021536,0.2063734832
2019p983087,earthquake,2019-12-30T17:47:41.507Z,2020-01-27T04:08:46.863Z,-178.1457977,-33.45724869,5.250199283,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,28,21,6,4.18676281,205.444957,1.831633452,0.0804076276
2019p979988,earthquake,2019-12-29T14:16:52.188Z,2020-01-27T02:54:45.132Z,-178.0753784,-33.04785156,5.054294333,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,38,25,18,3.776365042,205.9875629,1.665179234,0.1361123349
2019p966403,earthquake,2019-12-24T13:38:21.641Z,2020-01-16T04:35:31.207Z,-179.6452789,-32.40873337,5.385519515,281.548584,mB,,LOCSAT,confirmed,manual,iasp91,26,20,11,3.469770193,170.1060677,1.49381782,0.2140474029
2019p939075,earthquake,2019-12-14T10:57:56.454Z,2020-01-13T00:49:02.130Z,-177.354538,-32.68664551,5.061495789,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,49,33,12,3.44820714,181.4575825,2.594442987,0.1001196851
2019p927023,earthquake,2019-12-09T23:58:01.907Z,2019-12-19T22:04:28.173Z,178.0682831,-38.87031174,5.386604292,29.01327896,M,,LOCSAT,confirmed,manual,iasp91,47,34,24,0.1535100192,126.4374084,0.4363537162,0
2019p882948,earthquake,2019-11-23T16:34:46.125Z,2019-11-23T18:11:15.815Z,177.2585602,-37.41582108,5.853862141,115.045372,Mw(mB),,LOCSAT,confirmed,manual,iasp91,31,24,0,0.1206393242,151.9604797,0.6317443532,0.4
2019p828843,earthquake,2019-11-03T16:07:28.290Z,2019-11-24T22:45:13.051Z,179.8477325,-34.9329071,5.702511366,73.94549561,MLv,,LOCSAT,confirmed,manual,iasp91,35,29,18,2.904570818,144.6547451,0.7353238846,0.2523676101
2019p809993,earthquake,2019-10-27T16:44:41.020Z,2019-11-18T22:42:34.944Z,176.0878906,-37.87695694,5.024724974,275.6353455,M,,LOCSAT,confirmed,manual,iasp91,80,54,123,0.1199412197,57.49303055,0.6190001798,0
2019p801001,earthquake,2019-10-24T08:53:37.454Z,2019-10-24T09:14:46.070Z,167.4391632,-44.6741333,5.62728772,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,42,26,53,0.3476275802,205.3230324,0.7178225377,0
2019p773171,earthquake,2019-10-14T01:44:15.434Z,2019-11-08T02:34:54.357Z,-179.3248291,-32.38805389,5.281192157,318.070282,mB,,LOCSAT,confirmed,manual,iasp91,35,24,10,3.342021942,176.0724564,1.274390185,0.1935008723
2019p761755,earthquake,2019-10-09T20:22:49.354Z,2019-11-05T22:41:26.739Z,-178.8490143,-35.01733017,5.152134512,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,38,29,22,3.424718857,161.3908625,1.3351628,0
2019p754447,earthquake,2019-10-07T03:29:48.367Z,2019-11-03T21:54:18.203Z,177.3336639,-38.26429367,5.282344604,38.14467239,M,,LOCSAT,confirmed,manual,iasp91,87,70,48,0.1678451151,43.09078217,0.4647964193,0
2019p744144,earthquake,2019-10-03T07:59:22.887Z,2019-10-31T02:40:02.782Z,-178.8900146,-33.86747742,5.214962363,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,48,36,11,4.334991455,195.544116,1.979928678,0.209434971
2019p738432,earthquake,2019-10-01T05:16:41.168Z,2019-10-29T02:31:52.052Z,177.7724152,-39.15775299,5.652114377,22.00417519,M,,LOCSAT,confirmed,manual,iasp91,27,21,12,0.1047677919,79.46678162,0.7672135528,0
2019p728991,earthquake,2019-09-27T17:26:23.602Z,2019-10-22T22:36:23.979Z,-177.9804535,-33.495224,5.293086574,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,56,40,25,4.220507622,208.5573456,1.333424572,0.1104062678
2019p690085,earthquake,2019-09-13T07:56:52.858Z,2019-10-03T04:27:14.928Z,-179.0330353,-33.82809067,5.248651198,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,46,37,15,4.309131145,157.8544273,1.666463906,0.1446819661
2019p687292,earthquake,2019-09-12T07:08:08.528Z,2019-09-19T00:14:08.928Z,-178.274292,-32.36865997,5.477140636,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,26,18,29,3.111676455,198.508709,1.041829121,0.2039207834
2019p665658,earthquake,2019-09-04T07:02:52.385Z,2019-09-25T01:31:56.375Z,175.9097595,-38.8513298,5.018913848,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,46,38,26,0.1084841341,30.01235962,0.5006261461,0
2019p663319,earthquake,2019-09-03T10:15:28.846Z,2019-09-20T05:02:56.542Z,-179.9776764,-32.57286835,5.512378598,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,46,34,12,3.743933201,164.948904,2.160862991,0.1955654615
2019p655461,earthquake,2019-08-31T12:28:48.161Z,2019-09-18T05:03:57.647Z,-177.7574158,-32.72679138,5.048002018,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,40,24,10,3.456681967,210.9971771,1.665618986,0.06268894853
2019p603895,earthquake,2019-08-12T10:35:27.752Z,2019-09-05T00:08:09.986Z,167.858551,-44.51518631,5.512261171,12,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,38,32,69,0.1653887779,200.8462868,0.7439526679,0.4
2019p602335,earthquake,2019-08-11T20:44:36.205Z,2019-08-11T21:01:21.054Z,172.7803497,-41.21015549,5.152679066,102.1279449,M,,LOCSAT,confirmed,manual,iasp91,29,23,108,0.1894786805,68.29516602,0.3245694367,0
2019p593757,earthquake,2019-08-08T16:32:56.505Z,2019-08-27T04:45:41.382Z,-179.6873627,-33.21574402,5.203497547,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,30,25,11,4.221870422,146.5445538,1.29685215,0.1639761794
2019p581102,earthquake,2019-08-04T00:11:09.190Z,2019-08-21T04:21:30.318Z,165.7827148,-47.90458679,5.657353601,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,16,11,1.844021916,319.4309654,0.9221809768,0
2019p551256,earthquake,2019-07-23T23:08:52.480Z,2019-08-15T03:32:48.307Z,-179.1854553,-33.94016266,5.842527681,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,38,25,16,4.149827003,155.8345194,2.127302013,0
2019p534512,earthquake,2019-07-17T18:28:11.273Z,2019-08-12T03:23:49.186Z,165.3603668,-47.56822586,5.129673483,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,15,10,1.669627309,321.5123692,0.9248037334,0
2019p518951,earthquake,2019-07-12T00:16:52.020Z,2019-08-07T02:34:19.050Z,179.7676239,-34.03355026,5.068412238,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,36,29,23,3.71592617,300.6374512,1.789184952,0.1577164512
2019p506293,earthquake,2019-07-07T07:53:31.149Z,2019-08-04T06:39:03.056Z,179.4638824,-33.87715912,5.196174516,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,35,25,7,3.79572463,299.0224762,1.858378822,0.1650846694
2019p506147,earthquake,2019-07-07T06:34:24.948Z,2019-08-04T00:57:12.152Z,-177.857193,-32.54171753,5.257896033,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,49,32,13,3.269752026,207.3019409,2.492599536,0.1599830681
2019p504717,earthquake,2019-07-06T17:52:18.383Z,2019-08-02T03:35:17.014Z,-178.0956573,-32.83515549,5.437340773,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,13,11,3.56509304,204.5857491,1.540788025,0.103604407
2019p502537,earthquake,2019-07-05T22:30:50.068Z,2019-07-31T05:52:03.262Z,-179.0695038,-33.19810104,5.212750572,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,38,27,12,4.045381069,187.115509,1.827822059,0
2019p478973,earthquake,2019-06-27T05:15:40.474Z,2019-06-27T05:23:41.887Z,-178.0563812,-32.91795349,5.101748562,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,6,3.646353006,204.7050239,1.480143717,0.08301024459
2019p462790,earthquake,2019-06-21T05:34:21.310Z,2019-07-16T07:48:42.616Z,-178.27771,-33.63613129,5.172947192,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,39,25,10,4.371408463,204.0003848,1.331162459,0.07504145428
2019p462079,outside of network interest,2019-06-20T23:15:12.504Z,2019-07-15T08:03:12.143Z,179.7279053,-33.79676819,5.163504086,33,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,29,23,18,3.931327105,140.4863091,1.277601171,0.1615173993
2019p460069,earthquake,2019-06-20T05:24:42.294Z,2019-07-15T06:54:13.543Z,-178.3130646,-33.65339279,5.15812723,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,52,33,19,4.390785217,203.470593,1.375645033,0
2019p459468,earthquake,2019-06-20T00:04:29.286Z,2019-07-15T06:05:20.086Z,-178.3828278,-33.95652771,5.196117973,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,9,4.648757935,311.8934326,1.031994493,0.1150715801
2019p459435,earthquake,2019-06-19T23:47:18.178Z,2019-07-14T07:33:05.003Z,-178.691803,-33.50328445,5.020945766,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,35,23,9,4.279364586,195.912446,1.165134339,0.09134803534
2019p455176,earthquake,2019-06-18T09:56:42.474Z,2019-07-11T03:14:54.691Z,-178.3100891,-33.62650299,5.077178979,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,32,20,9,4.363853455,204.7195072,2.300220957,0.1013358363
2019p454882,earthquake,2019-06-18T07:20:20.537Z,2019-06-18T07:31:26.171Z,-177.7896423,-33.61330414,5.506992562,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,31,28,16,4.339398861,213.7649994,0.8107400521,0.08962778281
2019p454480,earthquake,2019-06-18T03:45:42.861Z,2019-07-11T02:04:15.967Z,-177.6547089,-32.77559662,5.182467388,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,28,19,8,3.509929419,213.230072,1.551838093,0.0946573545
2019p428761,earthquake,2019-06-08T15:24:08.722Z,2019-06-08T16:31:40.816Z,168.1524353,-44.34041977,5.52366011,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,22,72,0.3700796068,189.9099808,0.5440292142,0
2019p380530,earthquake,2019-05-21T19:05:54.193Z,2019-06-17T03:40:42.277Z,-179.3140564,-34.61968613,5.083880998,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,32,25,18,3.512050867,154.9892282,1.181280619,0.1824873393
2019p360729,earthquake,2019-05-14T11:16:38.301Z,2019-06-11T23:46:02.552Z,178.5570526,-39.22633362,5.022110689,29.10247993,M,,LOCSAT,confirmed,manual,iasp91,38,29,22,0.5105226636,147.3242645,0.6019522818,0
2019p357004,earthquake,2019-05-13T02:10:59.810Z,2019-06-10T23:16:24.869Z,-178.0311432,-32.93375015,5.579082673,33,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,44,28,12,3.661471605,205.2558743,1.665234705,0.1964455371
2019p353164,earthquake,2019-05-11T16:06:15.516Z,2019-06-09T23:31:47.284Z,-179.8937683,-34.80778503,5.712330247,86,Mw(mB),operator assigned,LOCSAT,confirmed,manual,iasp91,41,26,4,3.110383511,184.0572033,1.180576925,0.4
2019p339258,earthquake,2019-05-06T12:36:14.771Z,2019-05-29T23:16:46.733Z,179.9345398,-33.12574005,5.132932773,12,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,31,19,7,4.267588615,168.1408901,1.745645726,0.2388000795
