publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3696722,earthquake,2010-09-03T16:43:28.731Z,2013-07-16T14:51:00.000Z,172.16673000000000116,-43.60925999999999902,5.14400000000000013,9.48780000000000001,ML,,GROPE,reviewed,manual,nz1dr,33,22,25,0.06100000000000000,63.00000000000000000,0.22816000000000000,0.24800000000000000
3672856,earthquake,2010-09-03T16:39:03.708Z,2013-07-16T14:51:00.000Z,172.11027999999998883,-43.62283000000000044,5.33499999999999996,17.60579999999999856,ML,,GROPE,reviewed,manual,nz1dr,18,10,10,0.13200000000000001,222.00000000000000000,0.38812999999999998,0.19900000000000001
3672831,earthquake,2010-09-03T16:38:42.458Z,2013-07-16T14:51:00.000Z,172.11847000000000207,-43.49201000000000050,5.16199999999999992,10.15910000000000046,ML,,GROPE,reviewed,manual,nz1dr,20,11,9,0.01200000000000000,154.00000000000000000,0.27886000000000000,0.21299999999999999
3672822,earthquake,2010-09-03T16:38:17.243Z,2013-07-16T14:51:00.000Z,172.18575000000001296,-43.47109999999999985,5.43400000000000016,6.29190000000000005,ML,,GROPE,reviewed,manual,nz1dr,20,14,7,0.06400000000000000,88.00000000000000000,0.38258999999999999,0.19000000000000000
3669676,earthquake,2010-09-03T16:37:36.322Z,2013-07-16T14:51:00.000Z,172.29476999999999975,-43.56609999999999872,5.53200000000000003,11.88230000000000075,ML,,GROPE,reviewed,manual,nz1dr,46,26,6,0.06900000000000001,68.00000000000000000,0.24771000000000001,0.14899999999999999
3669661,earthquake,2010-09-03T16:37:17.769Z,2013-07-16T14:51:00.000Z,172.38512000000000057,-43.65849999999999653,5.11399999999999988,7.82730000000000015,ML,,GROPE,reviewed,manual,nz1dr,21,12,3,0.06400000000000000,253.00000000000000000,0.08527000000000000,0.18600000000000000
3669651,earthquake,2010-09-03T16:37:02.619Z,2013-07-16T14:51:00.000Z,172.32366999999999280,-43.55425999999999931,5.81500000000000039,10.02570000000000050,ML,,GROPE,reviewed,manual,nz1dr,39,23,7,0.05800000000000000,57.00000000000000000,0.18790999999999999,0.25100000000000000
3366146,earthquake,2010-09-03T16:35:41.836Z,2013-07-16T14:04:00.000Z,172.16793999999998732,-43.52730999999999995,7.20000000000000018,11.04260000000000019,Mw,,GROPE,reviewed,manual,nz1dr,21,16,0,0.06000000000000000,82.00000000000000000,0.14312000000000000,0.00000000000000000
3337804,earthquake,2010-07-11T13:23:40.275Z,2013-07-16T09:30:00.000Z,177.35991000000001350,-38.95897999999999683,5.09999999999999964,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,96,90,0,0.09200000000000000,50.00000000000000000,0.25336999999999998,0.00000000000000000
3324825,earthquake,2010-06-17T13:06:46.590Z,2013-07-10T14:23:00.000Z,179.71898999999999091,-33.16799999999999926,5.90000000000000036,170.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,52,48,0,4.53599999999999959,280.00000000000000000,1.00954999999999995,0.00000000000000000
3283400,earthquake,2010-03-30T19:00:06.324Z,2013-07-09T16:20:00.000Z,177.20574999999999477,-37.28215999999999752,5.16600000000000037,135.37579999999999814,ML,,GROPE,reviewed,manual,nz1dr,67,63,41,0.24600000000000000,169.00000000000000000,0.15626999999999999,0.16200000000000001
3277252,earthquake,2010-03-18T21:29:12.111Z,2013-07-09T16:11:00.000Z,165.39696000000000708,-46.22366000000000241,5.20000000000000018,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,11,10,0,1.44300000000000006,296.00000000000000000,0.37337999999999999,0.00000000000000000
3276970,outside of network interest,2010-03-18T06:42:08.840Z,2011-12-14T14:01:00.000Z,164.895,-48.519,5.3,10,Mw,operator assigned,GROPE,reviewed,,nz1dr,12,8,0,2.686,330,0.54968,0
3276967,earthquake,2010-03-18T06:28:50.290Z,2013-07-09T16:10:00.000Z,164.67199999999999704,-48.73301000000000016,5.59999999999999964,10.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,7,7,0,2.93500000000000005,331.00000000000000000,0.28036000000000000,0.00000000000000000
3276966,outside of network interest,2010-03-18T06:24:16.730Z,2024-03-19T03:06:36.178Z,164.855,-48.618,5.1,10,Mw,operator assigned,GROPE,reviewed,,nz1dr,12,10,0,2.768,330,0.33175,0
3266622,earthquake,2010-02-25T04:38:37.963Z,2013-07-09T14:49:00.000Z,166.19963000000001330,-46.07471999999999923,5.00000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,0,0.90300000000000002,280.00000000000000000,0.20508999999999999,0.00000000000000000
3263351,earthquake,2010-02-18T17:02:38.740Z,2013-07-09T14:38:00.000Z,173.79830999999998653,-40.17117999999999967,5.00199999999999978,167.63599999999999568,ML,,GROPE,reviewed,manual,nz1dr,77,72,42,0.63800000000000001,128.00000000000000000,0.15276000000000001,0.27900000000000003
3254447,earthquake,2010-02-09T10:21:41.025Z,2013-07-09T14:19:00.000Z,-179.60828000000000770,-38.79579999999999984,5.00000000000000000,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,69,62,0,1.73900000000000010,210.00000000000000000,0.29075000000000001,0.00000000000000000
3252455,earthquake,2010-02-05T09:48:46.716Z,2013-07-09T14:13:00.000Z,167.40952999999998951,-44.72581000000000273,5.00000000000000000,5.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,17,14,0,0.37200000000000000,195.00000000000000000,0.16167000000000001,0.00000000000000000
3245353,earthquake,2010-01-21T21:17:06.133Z,2013-07-03T13:43:00.000Z,174.88835000000000264,-39.06915000000000049,5.03500000000000014,220.97730000000001382,ML,,GROPE,reviewed,manual,nz1dr,87,79,42,0.11600000000000001,88.00000000000000000,0.26535999999999998,0.20000000000000001
3208326,earthquake,2009-12-13T21:21:49.376Z,2013-07-02T09:18:00.000Z,176.47174000000001115,-37.49692999999999898,5.09600000000000009,225.03469999999998663,ML,,GROPE,reviewed,manual,nz1dr,66,59,43,0.28699999999999998,139.00000000000000000,0.18986000000000000,0.18900000000000000
3161707,earthquake,2009-10-01T05:44:08.094Z,2013-07-01T08:26:00.000Z,166.00554999999999950,-46.08539999999999992,5.00000000000000000,24.94549999999999912,Mw,,GROPE,reviewed,manual,nz1dr,11,6,0,0.39200000000000002,305.00000000000000000,0.32218000000000002,0.00000000000000000
3151675,earthquake,2009-09-09T10:33:04.532Z,2013-07-01T14:35:00.000Z,-179.18639999999999191,-32.77103000000000321,6.42900000000000027,436.64580000000000837,ML,,GROPE,reviewed,manual,nz1dr,38,33,42,5.20399999999999974,321.00000000000000000,0.24556000000000000,0.17000000000000001
3143806,earthquake,2009-08-25T04:57:24.495Z,2013-06-25T15:52:00.000Z,166.04715999999999099,-46.11466999999999672,5.20000000000000018,26.28659999999999997,Mw,,GROPE,reviewed,manual,nz1dr,22,11,0,0.38000000000000000,280.00000000000000000,0.33572999999999997,0.00000000000000000
3142277,earthquake,2009-08-21T17:24:28.621Z,2013-06-25T15:48:00.000Z,179.26469000000000165,-36.04272000000000276,5.29999999999999982,141.31520000000000437,Mw,,GROPE,reviewed,manual,nz1dr,53,50,0,1.70199999999999996,241.00000000000000000,0.28441000000000000,0.00000000000000000
3140524,earthquake,2009-08-17T19:16:47.591Z,2013-06-25T15:45:00.000Z,176.13539000000000101,-37.80284000000000333,5.30900000000000016,281.20859999999998990,ML,,GROPE,reviewed,manual,nz1dr,63,59,41,0.33500000000000002,116.00000000000000000,0.24353000000000000,0.22900000000000001
3140483,earthquake,2009-08-17T16:56:37.748Z,2013-06-25T15:45:00.000Z,165.77914000000001238,-45.92334000000000316,5.00000000000000000,29.15830000000000055,Mw,,GROPE,reviewed,manual,nz1dr,15,7,0,0.51300000000000001,312.00000000000000000,0.17397000000000001,0.00000000000000000
3139844,outside of network interest,2009-08-16T07:43:21.300Z,2013-04-29T14:40:00.000Z,-179.483,-35.07401,5,35,Mb,operator assigned,GROPE,reviewed,,nz1dr,28,23,0,3.06,269,0.2464,0
3139839,outside of network interest,2009-08-16T07:26:42.390Z,2013-04-29T14:32:00.000Z,-179.571,-35.01699,5.4,35,Mb,operator assigned,GROPE,reviewed,,nz1dr,23,19,0,3.066,299,0.52348,0
3134797,earthquake,2009-08-05T08:31:37.425Z,2013-06-25T15:34:00.000Z,166.12095999999999663,-45.44004999999999939,6.09999999999999964,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,23,14,0,0.45700000000000002,266.00000000000000000,0.27981000000000000,0.00000000000000000
3133965,earthquake,2009-08-03T18:49:30.192Z,2013-06-25T15:33:00.000Z,166.45750000000001023,-45.13398999999999717,5.09999999999999964,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,18,13,0,0.39200000000000002,234.00000000000000000,0.27588000000000001,0.00000000000000000
3126592,earthquake,2009-07-19T08:48:43.227Z,2013-07-03T10:47:00.000Z,166.16428999999999405,-45.33740999999999843,5.20000000000000018,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,21,12,0,0.47099999999999997,266.00000000000000000,0.23175999999999999,0.00000000000000000
3126520,earthquake,2009-07-19T05:11:33.657Z,2013-06-24T17:18:00.000Z,166.09658999999999196,-45.37895000000000323,5.29999999999999982,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,19,13,0,0.49500000000000000,258.00000000000000000,0.20008000000000001,0.00000000000000000
3126277,earthquake,2009-07-18T15:33:46.836Z,2013-06-24T17:17:00.000Z,166.65355999999999881,-45.53455999999999904,5.00000000000000000,23.07290000000000063,Mw,,GROPE,reviewed,manual,nz1dr,18,12,0,0.07400000000000000,214.00000000000000000,0.15637000000000001,0.00000000000000000
3125691,earthquake,2009-07-17T06:39:23.290Z,2013-06-24T17:13:00.000Z,166.50191000000000940,-45.33122000000000185,5.20000000000000018,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,26,13,0,0.25400000000000000,236.00000000000000000,0.25335000000000002,0.00000000000000000
3125523,earthquake,2009-07-16T22:18:23.071Z,2013-06-24T17:11:00.000Z,166.12093999999999028,-46.18636999999999659,5.70000000000000018,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,0,0.38900000000000001,283.00000000000000000,0.24587999999999999,0.00000000000000000
3125421,earthquake,2009-07-16T17:27:40.214Z,2013-06-24T17:11:00.000Z,166.50855999999998858,-45.46636000000000166,5.00000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,14,10,0,0.45400000000000001,225.00000000000000000,0.13910000000000000,0.00000000000000000
3125201,earthquake,2009-07-16T06:30:01.989Z,2013-06-24T17:08:00.000Z,166.57220000000000937,-45.69185999999999837,5.00000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,0,0.46700000000000003,233.00000000000000000,0.21631000000000000,0.00000000000000000
3125083,earthquake,2009-07-16T00:44:46.778Z,2013-07-03T13:52:00.000Z,165.89287999999999101,-46.16516000000000020,5.29999999999999982,5.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,11,9,0,0.54700000000000004,279.00000000000000000,0.31494000000000000,0.00000000000000000
3125077,earthquake,2009-07-16T00:24:05.758Z,2013-07-03T13:50:00.000Z,165.98418000000000916,-46.14039999999999964,5.59999999999999964,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,12,9,0,0.48499999999999999,287.00000000000000000,0.32227000000000000,0.00000000000000000
3793036,earthquake,2009-07-15T23:41:20.365Z,2013-05-14T10:07:00.000Z,167.04752,-45.51938,5.114,67.4409,ML,,GROPE,reviewed,,nz1dr,26,14,20,0.092,196,0.15158,0.329
3792841,earthquake,2009-07-15T21:36:02.733Z,2013-05-14T10:05:00.000Z,166.10686,-46.01078,5.135,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,21,0.429,281,0.37763,0.24
3352355,earthquake,2009-07-15T13:50:39.255Z,2013-07-03T13:36:00.000Z,166.54713000000000989,-45.44288999999999845,5.50000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,19,12,0,0.42799999999999999,227.00000000000000000,0.32628000000000001,0.00000000000000000
3124834,earthquake,2009-07-15T11:49:42.698Z,2013-06-24T17:05:00.000Z,166.61770999999998821,-45.59642000000000195,5.00100000000000033,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,23,0.39900000000000002,255.00000000000000000,0.25108999999999998,0.17399999999999999
3332165,earthquake,2009-07-15T11:44:14.117Z,2013-06-24T17:40:00.000Z,166.59409999999999741,-45.53629000000000104,5.12100000000000044,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,9,17,0.40000000000000002,219.00000000000000000,0.36597000000000002,0.18200000000000000
3330588,earthquake,2009-07-15T11:35:43.531Z,2013-06-24T17:40:00.000Z,166.68178000000000338,-45.57670999999999850,5.05600000000000005,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,27,0.34999999999999998,225.00000000000000000,0.27082000000000001,0.19600000000000001
3124813,earthquake,2009-07-15T10:46:00.995Z,2013-06-24T17:05:00.000Z,166.19542000000001281,-46.03699999999999903,5.10899999999999999,20.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,5,11,0.36199999999999999,287.00000000000000000,0.42254999999999998,0.23300000000000001
3321335,earthquake,2009-07-15T10:36:42.155Z,2013-06-24T17:40:00.000Z,166.08278000000001384,-46.05010000000000048,5.20199999999999996,20.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,7,23,0.43200000000000000,283.00000000000000000,0.25555000000000000,0.20300000000000001
3124807,earthquake,2009-07-15T10:21:32.576Z,2013-06-24T17:05:00.000Z,165.84415000000001328,-46.19568000000000296,5.01400000000000023,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,14,0.58199999999999996,298.00000000000000000,0.45876000000000000,0.19900000000000001
3316575,earthquake,2009-07-15T10:16:16.364Z,2013-06-24T17:39:00.000Z,166.64260999999999058,-45.48478000000000065,5.16899999999999959,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,8,23,0.35999999999999999,231.00000000000000000,0.25342999999999999,0.21600000000000000
3314094,earthquake,2009-07-15T10:12:30.497Z,2013-06-24T17:39:00.000Z,166.08501999999998588,-46.03155000000000285,5.17499999999999982,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,15,0.43600000000000000,282.00000000000000000,0.30149999999999999,0.22200000000000000
3124802,earthquake,2009-07-15T10:11:20.391Z,2013-06-24T17:05:00.000Z,166.51401999999998793,-45.93455999999999761,5.05299999999999994,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,14,0.26100000000000001,250.00000000000000000,0.47537000000000001,0.31800000000000000
3314092,earthquake,2009-07-15T10:11:15.781Z,2013-06-24T17:39:00.000Z,165.39170999999998912,-46.07088000000000250,5.28599999999999959,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,13,0.90200000000000002,299.00000000000000000,0.22328999999999999,0.22900000000000001
3124798,earthquake,2009-07-15T10:01:50.845Z,2013-06-24T17:05:00.000Z,166.43487999999999261,-45.83543000000000234,5.53300000000000036,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,10,28,0.37400000000000000,250.00000000000000000,0.21629999999999999,0.23000000000000001
3313472,earthquake,2009-07-15T09:55:07.386Z,2013-06-24T17:39:00.000Z,166.53592000000000439,-45.67450000000000188,5.29600000000000026,5.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,8,25,0.48099999999999998,237.00000000000000000,0.12776999999999999,0.37200000000000000
3313467,earthquake,2009-07-15T09:53:46.622Z,2013-06-24T17:39:00.000Z,166.02161000000000968,-46.05948999999999671,5.07300000000000040,20.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,14,0.47099999999999997,294.00000000000000000,0.20544999999999999,0.17000000000000001
3124795,earthquake,2009-07-15T09:52:17.672Z,2013-06-24T17:05:00.000Z,165.88338999999999146,-46.03457999999999828,5.27299999999999969,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,31,0.56999999999999995,287.00000000000000000,0.38775999999999999,0.28199999999999997
3308774,earthquake,2009-07-15T09:46:15.358Z,2013-06-24T17:39:00.000Z,166.08726999999998952,-46.02915999999999741,5.19599999999999973,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,8,21,0.43500000000000000,291.00000000000000000,0.24237000000000000,0.33000000000000002
3308618,earthquake,2009-07-15T09:41:52.637Z,2013-06-24T17:39:00.000Z,165.74527000000000498,-46.07236999999999938,6.06099999999999994,33.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,8,40,0.65700000000000003,289.00000000000000000,0.19625999999999999,0.33100000000000002
3124791,earthquake,2009-07-15T09:38:22.183Z,2013-06-24T17:05:00.000Z,173.55429000000000883,-40.17810000000000059,5.41199999999999992,167.10239999999998872,ML,,GROPE,reviewed,manual,nz1dr,69,66,36,0.68400000000000005,144.00000000000000000,0.21001000000000000,0.28899999999999998
3308274,earthquake,2009-07-15T09:36:18.597Z,2013-06-24T17:39:00.000Z,166.78242000000000189,-45.53808000000000078,5.08499999999999996,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,19,12,16,0.27100000000000002,218.00000000000000000,0.15781000000000001,0.17100000000000001
3308261,earthquake,2009-07-15T09:34:40.224Z,2013-06-24T17:39:00.000Z,166.69274999999998954,-45.60441999999999751,5.13499999999999979,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,14,0.35199999999999998,223.00000000000000000,0.34533000000000003,0.30499999999999999
3129439,earthquake,2009-07-15T09:29:07.039Z,2013-06-24T17:28:00.000Z,166.80135000000001355,-45.81994000000000256,5.20899999999999963,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,6,14,0.35799999999999998,201.00000000000000000,0.44993000000000000,0.31800000000000000
3130312,earthquake,2009-07-15T09:27:45.703Z,2013-06-24T17:31:00.000Z,166.77271999999999252,-46.00959999999999894,5.27500000000000036,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,5,10,0.17100000000000001,184.00000000000000000,0.33116000000000001,0.24299999999999999
3130305,earthquake,2009-07-15T09:26:50.651Z,2013-06-24T17:30:00.000Z,166.37299999999999045,-45.79724999999999824,5.29999999999999982,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,8,0.42799999999999999,269.00000000000000000,0.46554000000000001,0.22300000000000000
3130290,earthquake,2009-07-15T09:26:17.022Z,2013-06-24T17:30:00.000Z,166.37148999999999432,-45.79796999999999940,5.39200000000000035,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,6,9,0.42799999999999999,269.00000000000000000,0.46998000000000001,0.21099999999999999
3128974,earthquake,2009-07-15T09:25:20.223Z,2013-06-24T17:27:00.000Z,166.18683999999998946,-46.01908000000000243,5.62500000000000000,12.00000000000000000,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,6,9,0.37400000000000000,287.00000000000000000,0.41497000000000001,0.12900000000000000
3124785,earthquake,2009-07-15T09:22:29.322Z,2013-06-24T17:04:00.000Z,166.58707000000001131,-45.77024999999999721,7.79999999999999982,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,19,17,0,0.40300000000000002,230.00000000000000000,0.15612999999999999,0.00000000000000000
3072353,earthquake,2009-04-08T11:12:58.850Z,2013-06-20T10:56:00.000Z,178.54151999999999134,-38.68939999999999912,5.09999999999999964,26.29339999999999833,Mw,,GROPE,reviewed,manual,nz1dr,58,54,0,0.33200000000000002,155.00000000000000000,0.17252999999999999,0.00000000000000000
3068253,earthquake,2009-03-31T10:45:59.354Z,2013-06-19T14:59:00.000Z,176.42483999999998900,-37.75663000000000125,5.04199999999999982,181.62219999999999231,ML,,GROPE,reviewed,manual,nz1dr,61,57,36,0.40400000000000003,112.00000000000000000,0.20641999999999999,0.15800000000000000
3063166,earthquake,2009-03-21T20:28:18.262Z,2013-06-19T14:50:00.000Z,176.76412999999999442,-37.78014000000000294,5.09999999999999964,158.34129999999998972,Mw,,GROPE,reviewed,manual,nz1dr,90,78,0,0.11000000000000000,92.00000000000000000,0.19363000000000000,0.00000000000000000
3060307,earthquake,2009-03-16T06:50:44.838Z,2013-06-19T14:44:00.000Z,178.09691000000000827,-36.36157999999999646,5.12999999999999989,227.31929999999999836,ML,,GROPE,reviewed,manual,nz1dr,22,18,35,1.21199999999999997,280.00000000000000000,0.13306999999999999,0.16400000000000001
3059528,earthquake,2009-03-14T17:39:00.552Z,2013-06-19T14:43:00.000Z,177.55823000000000889,-36.83491999999999678,5.00000000000000000,174.32300000000000750,Mw,,GROPE,reviewed,manual,nz1dr,46,39,0,0.75200000000000000,206.00000000000000000,0.11978999999999999,0.00000000000000000
3052938,outside of network interest,2009-03-01T19:11:54.810Z,2012-04-19T17:13:00.000Z,-178.92799,-35.04399,5.2,35.3,Mw,operator assigned,GROPE,reviewed,,nz1dr,24,18,0,3.364,284,0.252,0
3049613,earthquake,2009-02-22T23:28:04.084Z,2013-06-19T09:33:00.000Z,176.57710000000000150,-37.45382000000000033,5.00000000000000000,233.61869999999998981,ML,,GROPE,reviewed,manual,nz1dr,57,54,37,0.31800000000000000,139.00000000000000000,0.16725000000000001,0.21299999999999999
3017161,earthquake,2008-12-19T00:21:05.412Z,2013-06-18T09:59:00.000Z,176.13830999999998994,-38.24634999999999962,5.00000000000000000,186.88390000000001123,Mw,,GROPE,reviewed,manual,nz1dr,85,81,0,0.08100000000000000,60.00000000000000000,0.25753999999999999,0.00000000000000000
3016554,earthquake,2008-12-17T20:33:57.294Z,2013-06-18T09:58:00.000Z,177.76266000000001100,-36.89954000000000178,5.20000000000000018,126.98300000000000409,Mw,,GROPE,reviewed,manual,nz1dr,42,38,0,0.77700000000000002,212.00000000000000000,0.18009000000000000,0.00000000000000000
3004673,earthquake,2008-11-24T03:35:27.253Z,2013-06-17T16:44:00.000Z,176.75726000000000226,-37.13020000000000209,5.46499999999999986,394.78350000000000364,ML,,GROPE,reviewed,manual,nz1dr,51,48,33,0.52600000000000002,169.00000000000000000,0.15543000000000001,0.23999999999999999
2974665,earthquake,2008-09-26T07:23:02.845Z,2013-06-17T08:38:00.000Z,173.92351999999999634,-42.30863000000000085,5.00000000000000000,23.89420000000000144,Mw,,GROPE,reviewed,manual,nz1dr,30,27,0,0.21500000000000000,157.00000000000000000,0.25363000000000002,0.00000000000000000
2974058,earthquake,2008-09-24T22:40:41.937Z,2013-06-17T08:37:00.000Z,173.97783000000001152,-42.19803000000000281,5.00000000000000000,16.72719999999999985,Mw,,GROPE,reviewed,manual,nz1dr,28,22,0,0.31700000000000000,164.00000000000000000,0.23932000000000000,0.00000000000000000
2961980,earthquake,2008-09-01T01:21:50.887Z,2013-06-17T08:18:00.000Z,175.89361999999999853,-39.10528999999999655,5.20000000000000018,85.09629999999999939,Mw,,GROPE,reviewed,manual,nz1dr,94,81,0,0.12900000000000000,31.00000000000000000,0.29254000000000002,0.00000000000000000
2958743,earthquake,2008-08-25T11:25:19.310Z,2013-06-13T11:04:00.000Z,176.85085000000000832,-39.71538999999999930,5.50000000000000000,31.83889999999999887,Mw,,GROPE,reviewed,manual,nz1dr,94,90,0,0.04800000000000000,93.00000000000000000,0.22605000000000000,0.00000000000000000
2938334,earthquake,2008-07-14T21:06:20.516Z,2013-06-11T13:42:00.000Z,175.84936999999999330,-38.28555000000000064,5.04000000000000004,179.36850000000001160,ML,,GROPE,reviewed,manual,nz1dr,66,58,27,0.40799999999999997,70.00000000000000000,0.20254000000000000,0.18099999999999999
2936936,earthquake,2008-07-12T00:08:56.797Z,2013-06-11T13:40:00.000Z,166.80452999999999975,-45.79055999999999926,5.09999999999999964,102.66190000000000282,Mw,,GROPE,reviewed,manual,nz1dr,18,14,0,0.38700000000000001,195.00000000000000000,0.17474000000000001,0.00000000000000000
2922302,earthquake,2008-06-12T21:06:24.237Z,2013-05-23T14:53:00.000Z,177.09467000000000780,-37.58283000000000129,5.20000000000000018,5.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,59,54,0,0.09300000000000000,105.00000000000000000,0.30620000000000003,0.00000000000000000
2921411,outside of network interest,2008-06-11T02:30:08.440Z,2013-05-23T13:04:00.000Z,179.911,-33.401,5.5,21.6,Mw,operator assigned,GROPE,reviewed,,nz1dr,17,17,0,4.355,306,0.9481,0
2909620,earthquake,2008-05-17T02:23:15.630Z,2013-02-25T16:32:00.000Z,179.39400000000000546,-33.68401000000000067,5.29999999999999982,146.30000000000001137,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,28,24,0,3.97199999999999998,284.00000000000000000,0.74011000000000005,0.00000000000000000
2900220,earthquake,2008-04-26T23:34:49.390Z,2013-02-21T15:38:00.000Z,164.11699999999999022,-49.09100000000000108,5.90000000000000036,10.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,14,11,0,3.39999999999999991,316.00000000000000000,0.24790000000000001,0.00000000000000000
2886098,earthquake,2008-03-28T06:39:47.644Z,2013-03-13T11:26:00.000Z,179.36000000000001364,-32.88000000000000256,5.59999999999999964,365.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,41,35,0,4.75199999999999978,283.00000000000000000,0.74207000000000001,0.00000000000000000
2873624,outside of network interest,2008-03-01T23:06:44.770Z,2013-03-13T11:21:00.000Z,-179.299,-35.379,5.7,24.7,Mw,operator assigned,GROPE,reviewed,,nz1dr,25,21,0,2.912,265,0.7544,0
2873598,outside of network interest,2008-03-01T21:54:57.220Z,2013-03-13T11:20:00.000Z,-179.519,-35.609,5.1,57.7,Mw,operator assigned,GROPE,reviewed,,nz1dr,19,16,0,2.621,297,0.27019,0
2867747,earthquake,2008-02-19T11:52:00.435Z,2013-03-13T11:11:00.000Z,178.30604999999999905,-35.46002000000000010,5.09999999999999964,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,20,18,0,2.10000000000000009,268.00000000000000000,0.48163000000000000,0.00000000000000000
2867704,earthquake,2008-02-19T09:26:07.682Z,2013-03-13T11:10:00.000Z,178.60384999999999422,-35.59326999999999686,5.09999999999999964,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,16,14,0,1.98100000000000009,272.00000000000000000,0.28519000000000000,0.00000000000000000
2853545,earthquake,2008-01-20T18:41:49.391Z,2013-03-13T10:50:00.000Z,167.04035999999999262,-45.01053999999999888,5.50000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,16,12,0,0.46300000000000002,234.00000000000000000,0.21620000000000000,0.00000000000000000
2839343,earthquake,2007-12-20T07:55:16.822Z,2013-03-13T09:56:00.000Z,178.53700000000000614,-38.89009000000000071,6.70000000000000018,33.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,48,43,0,0.45900000000000002,236.00000000000000000,0.21315000000000001,0.00000000000000000
2836838,earthquake,2007-12-14T18:03:22.372Z,2013-03-13T09:52:00.000Z,178.48848000000000980,-35.26415999999999684,5.00000000000000000,12.00000000000000000,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,20,16,0,2.29999999999999982,275.00000000000000000,0.40046999999999999,0.00000000000000000
